fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry
2023-12-31,82166000000.0,62569000000.0,9081000000.0,14060000000.0,3000000.0,6502000000.0,19987000000.0,1488000000.0,6948000000.0,11563000000.0,537000000.0,11026000000.0,22687000000.0,3273000000.0,4979000000.0,2509000000.0,3273000000.0,61115000000.0,48466000000.0,139000000.0,,,1393000000.0,13065000000.0,0.0,21276000000.0,,9676000000.0,21276000000.0,6392000000.0,2973000000.0,21051000000.0,21045000000.0,23200000000.0,0.0,1072000000.0,PYPL,25494000000,29771000000.0,4277000000,16067000000.0,5028000000,3868000000.0,2973000000.0,24743000000,,-347000000.0,480000000.0,347000000.0,356000000.0,49000000.0,846000000.0,226000000.0,5411000000,1165000000,347000000.0,4246000000.0,4428000000.0,5758000000,5984000000.0,4246000000,5.11,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2022-12-31,78624000000.0,57424000000.0,7776000000.0,10868000000.0,17000000.0,8394000000.0,21774000000.0,1730000000.0,6382000000.0,11997000000.0,788000000.0,11209000000.0,22414000000.0,5018000000.0,3092000000.0,1915000000.0,2455000000.0,58350000000.0,45008000000.0,126000000.0,,,151000000.0,10986000000.0,,20836000000.0,569000000.0,10417000000.0,20836000000.0,4055000000.0,2925000000.0,20274000000.0,16079000000.0,18954000000.0,0.0,1136000000.0,PYPL,22489000000,27518000000.0,5029000000,13745000000.0,3837000000,4356000000.0,3253000000.0,23681000000,,-304000000.0,174000000.0,304000000.0,0.0,-37000000.0,846000000.0,471000000.0,3366000000,947000000,304000000.0,2419000000.0,1627000000.0,3670000000,4141000000.0,2419000000,4.13,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2021-12-31,75803000000.0,52574000000.0,5197000000.0,9500000000.0,,5646000000.0,23888000000.0,1909000000.0,5681000000.0,12786000000.0,1332000000.0,11454000000.0,30373000000.0,6797000000.0,4303000000.0,1287000000.0,1737000000.0,54076000000.0,43029000000.0,197000000.0,,,142000000.0,8669000000.0,,27000000000.0,620000000.0,8049000000.0,27000000000.0,2756000000.0,,21727000000.0,11880000000.0,16535000000.0,0.0,1168000000.0,PYPL,20316000000,25371000000.0,5055000000,11375000000.0,4262000000,4559000000.0,3038000000.0,21109000000,,-232000000.0,57000000.0,232000000.0,,-34000000.0,822000000.0,443000000.0,4099000000,-70000000,232000000.0,4169000000.0,4517000000.0,4331000000,4774000000.0,4169000000,4.59,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2020-12-31,70379000000.0,50995000000.0,4794000000.0,13083000000.0,,3346000000.0,20098000000.0,1807000000.0,5202000000.0,10183000000.0,1048000000.0,9135000000.0,24005000000.0,6089000000.0,8289000000.0,1148000000.0,1305000000.0,50316000000.0,38447000000.0,252000000.0,,,144000000.0,9581000000.0,,26900000000.0,642000000.0,8939000000.0,26900000000.0,2648000000.0,,20019000000.0,8507000000.0,12366000000.0,0.0,1172000000.0,PYPL,16933000000,21454000000.0,4521000000,9675000000.0,3289000000,3931000000.0,2642000000.0,18165000000,,-209000000.0,88000000.0,209000000.0,,-17000000.0,738000000.0,451000000.0,5065000000,863000000,209000000.0,4202000000.0,3891000000.0,5274000000,5725000000.0,4202000000,4.05,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2019-12-31,51333000000.0,38495000000.0,7349000000.0,10761000000.0,,4407000000.0,13317000000.0,1693000000.0,4723000000.0,6990000000.0,778000000.0,6212000000.0,13340000000.0,2863000000.0,3412000000.0,800000000.0,1292000000.0,34404000000.0,26919000000.0,232000000.0,,0.0,104000000.0,5368000000.0,,10000000000.0,104000000.0,4965000000.0,10000000000.0,2160000000.0,,16885000000.0,6872000000.0,8342000000.0,0.0,1173000000.0,PYPL,14340000000,17772000000.0,3323000000,8170000000.0,2719000000,3112000000.0,2085000000.0,15053000000,,-115000000.0,197000000.0,115000000.0,17772000000.0,-11000000.0,701000000.0,211000000.0,2998000000,539000000,115000000.0,2459000000.0,2208000000.0,3113000000,3324000000.0,2459000000,3.11,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2018-12-31,43332000000.0,32963000000.0,7575000000.0,9109000000.0,,2845000000.0,10369000000.0,1724000000.0,4183000000.0,7109000000.0,825000000.0,6284000000.0,1056000000.0,971000000.0,1534000000.0,947000000.0,565000000.0,27946000000.0,25904000000.0,281000000.0,,1998000000.0,1998000000.0,2042000000.0,,1998000000.0,1998000000.0,0.0,1998000000.0,2002000000.0,,15386000000.0,5511000000.0,5880000000.0,0.0,1174000000.0,PYPL,9286000000,15451000000.0,4814000000,6855000000.0,2194000000,2764000000.0,1071000000.0,13257000000,,-77000000.0,168000000.0,77000000.0,15451000000.0,4000000.0,627000000.0,0.0,2376000000,319000000,77000000.0,2057000000.0,2277000000.0,2453000000,2453000000.0,2057000000,2.42,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2017-12-31,40774000000.0,32645000000.0,2883000000.0,5695000000.0,6398000000.0,1597000000.0,8131000000.0,1528000000.0,3630000000.0,4507000000.0,168000000.0,4339000000.0,4252000000.0,1961000000.0,2812000000.0,713000000.0,133000000.0,24780000000.0,22863000000.0,257000000.0,,1000000000.0,1000000000.0,1917000000.0,,1000000000.0,1000000000.0,,1000000000.0,1781000000.0,1917000000.0,15994000000.0,2001000000.0,3823000000.0,0.0,1200000000.0,PYPL,8009000000,12108000000.0,4099000000,5430000000.0,2127000000,2283000000.0,953000000.0,10967000000,,-7000000.0,24000000.0,7000000.0,25000000.0,-5000000.0,649000000.0,0.0,2200000000,405000000,7000000.0,1795000000.0,1594000000.0,2207000000,2207000000.0,1795000000,1.91,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2016-12-31,33103000000.0,25733000000.0,1590000000.0,4975000000.0,,5562000000.0,7370000000.0,1482000000.0,3018000000.0,4270000000.0,211000000.0,4059000000.0,4715000000.0,1539000000.0,3385000000.0,833000000.0,79000000.0,18391000000.0,16878000000.0,192000000.0,,,,1513000000.0,,,,,,1523000000.0,1513000000.0,14712000000.0,995000000.0,2069000000.0,0.0,1207000000.0,PYPL,5969000000,9778000000.0,3809000000,4434000000.0,1586000000,1997000000.0,834000000.0,9256000000,,-3000000.0,132000000.0,3000000.0,24000000.0,-11000000.0,574000000.0,724000000.0,1631000000,230000000,3000000.0,1401000000.0,1469000000.0,1634000000,2358000000.0,1401000000,1.5,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2015-12-31,28881000000.0,20648000000.0,1393000000.0,3411000000.0,,4321000000.0,8241000000.0,1344000000.0,2505000000.0,4427000000.0,358000000.0,4069000000.0,4386000000.0,2348000000.0,2018000000.0,655000000.0,114000000.0,15122000000.0,13617000000.0,145000000.0,,,,1505000000.0,,,,,,1211000000.0,,13759000000.0,0.0,668000000.0,0.0,1224000000.0,PYPL,5469000000,8479000000.0,3010000000,3419000000.0,1461000000,1545000000.0,792000000.0,7787000000,,,17000000.0,,40000000.0,27000000.0,515000000.0,608000000.0,1488000000,260000000,,1228000000.0,1109000000.0,1461000000,2069000000.0,1228000000,1.29,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC"
2024-11-02,48228277000.0,5484654000.0,1991342000.0,2363164000.0,1447687000.0,1336331000.0,42743623000.0,3415550000.0,3772438000.0,36495239000.0,9585464000.0,26909775000.0,592560000.0,,371822000.0,337472000.0,749082000.0,13051960000.0,2988280000.0,487457000.0,,947374000.0,547738000.0,10063680000.0,,,399636000.0,6634313000.0,464610000.0,1106070000.0,544489000.0,35176317000.0,,10196612000.0,82718000.0,496296854.0,ADI,5381343000,9439957000.0,6851712000,4045814000.0,2032798000,1068640000.0,1487863000.0,3348545000,78817000.0,,,322227000.0,9427157000.0,-12048000.0,362771000.0,1700000000.0,1777340000,142067000,322227000.0,1635273000.0,1638319000.0,2032798000,3732798000.0,1635273000,6.38,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2023-10-28,48794478000.0,4384022000.0,958061000.0,958061000.0,1642214000.0,1469734000.0,44410456000.0,3219157000.0,3424775000.0,38225091000.0,11311957000.0,26913134000.0,315980000.0,,0.0,314013000.0,742936000.0,13229356000.0,3200971000.0,493041000.0,,1046276000.0,547224000.0,10028385000.0,64745000.0,5902457000.0,499052000.0,5902457000.0,431656000.0,1251214000.0,581000000.0,35565122000.0,,10356798000.0,82712000.0,496261678.0,ADI,7877218000,12053798000.0,7862615000,4428321000.0,3823112000,1273584000.0,1660194000.0,4054106000,41287000.0,-264641000.0,41287000.0,264641000.0,12305539000.0,8245000.0,334704000.0,2000000000.0,3608003000,293424000,264641000.0,3314579000.0,3324429000.0,3872644000,5872644000.0,3314579000,10.08,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2022-10-29,50302350000.0,4937992000.0,1470572000.0,1470572000.0,1399914000.0,1800462000.0,45364358000.0,2401304000.0,3148203000.0,40178540000.0,13265406000.0,26913134000.0,454545000.0,122285000.0,454545000.0,267044000.0,519626000.0,13837027000.0,2442655000.0,582160000.0,,0.0,0.0,11394372000.0,53628000.0,6576865000.0,0.0,6548625000.0,6520385000.0,1806867000.0,515363000.0,36465323000.0,,8721325000.0,84880000.0,509295941.0,ADI,7532474000,11813545000.0,8036363000,4481479000.0,3278700000,1266175000.0,1700518000.0,4253774000,6906000.0,-200408000.0,6906000.0,200408000.0,12013953000.0,13551000.0,283338000.0,2014200000.0,3098749000,350188000,200408000.0,2748561000.0,2736974000.0,3299157000,5313357000.0,2748561000,9.59,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2021-10-30,52322071000.0,5378317000.0,1977964000.0,1977964000.0,1200610000.0,1459056000.0,46943754000.0,1979051000.0,2956246000.0,42185640000.0,15267170000.0,26918470000.0,,127856000.0,,1481374000.0,383938000.0,14329529000.0,2770312000.0,443434000.0,,516663000.0,569239000.0,11559217000.0,52576000.0,6776865000.0,516663000.0,6253212000.0,6762885000.0,1424954000.0,555838000.0,37992542000.0,,7517316000.0,87554000.0,525330672.0,ADI,4525012000,6931868000.0,4636507000,2793274000.0,1692201000,915418000.0,1296126000.0,2832811000,1220000.0,-184825000.0,1220000.0,184825000.0,7116693000.0,35268000.0,231275000.0,843359000.0,1328714000,-61708000,399975000.0,1390422000.0,1453318000.0,1513539000,2356898000.0,1390422000,6.43,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2020-10-31,21468603000.0,2517688000.0,1055860000.0,1055860000.0,608260000.0,737536000.0,18895684000.0,1120561000.0,2765095000.0,15928705000.0,3650280000.0,12278425000.0,5427000.0,86729000.0,86729000.0,116032000.0,17830354000.0,9470658000.0,1364986000.0,227273000.0,,0.0,39923000.0,8105672000.0,39923000.0,5115204000.0,0.0,5145102000.0,5115204000.0,1137713000.0,449195000.0,11997945000.0,,7236238000.0,61582000.0,369484899.0,ADI,3690478000,5409751000.0,3201986000,1912578000.0,1498244000,659923000.0,1050519000.0,2192234000,4305000.0,-193305000.0,4305000.0,193305000.0,5603056000.0,2373000.0,233775000.0,577148000.0,1311617000,90856000,193305000.0,1220761000.0,1161478000.0,1504922000,2082070000.0,1220761000,4.91,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2019-11-02,21392641000.0,1985126000.0,648322000.0,648322000.0,609886000.0,635136000.0,18187526000.0,1219989000.0,2591268000.0,16474104000.0,4217224000.0,12256880000.0,0.0,77324000.0,,91782000.0,18187526000.0,9683453000.0,1508632000.0,225270000.0,,299667000.0,299667000.0,8174821000.0,,5192252000.0,299667000.0,5192252000.0,5192252000.0,1208965000.0,239937000.0,11709188000.0,,6899253000.0,61385000.0,368302369.0,ADI,4013750000,5761990000.0,3291642000,1977315000.0,1710608000,648094000.0,1130348000.0,2303142000,10229000.0,-229075000.0,10229000.0,229075000.0,5991065000.0,-6034000.0,240677000.0,570574000.0,1485728000,122717000,229075000.0,1363011000.0,1233652000.0,1714803000,2285377000.0,1363011000,5.14,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2018-11-03,20438366000.0,2112126000.0,816591000.0,816591000.0,586760000.0,639717000.0,17171912000.0,1154328000.0,2373497000.0,17030796000.0,4778192000.0,12252604000.0,,28730000.0,,69058000.0,62868000.0,9170193000.0,1051748000.0,260919000.0,,67000000.0,67000000.0,8118445000.0,,6265674000.0,67000000.0,6265674000.0,6265674000.0,590802000.0,112337000.0,11268173000.0,,5982697000.0,61694000.0,370159553.0,ADI,4250396000,6200942000.0,1950546000,1974293000.0,1899589000,695540000.0,1165047000.0,2350807000,9383000.0,-253589000.0,9383000.0,253589000.0,6224689000.0,-69000.0,228525000.0,570538000.0,1655314000,148334000,253589000.0,1506980000.0,1509899000.0,1908903000,2479441000.0,1506980000,5.95,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2017-10-28,21141294000.0,2351338000.0,1047838000.0,1047838000.0,550816000.0,688953000.0,17682652000.0,1107304000.0,2197123000.0,17536880000.0,5319425000.0,12217455000.0,,24838000.0,0.0,63731000.0,56040000.0,10979754000.0,1596332000.0,236629000.0,,300000000.0,300000000.0,9383422000.0,,7802168000.0,300000000.0,7551084000.0,7802168000.0,585731000.0,75500000.0,10161540000.0,,4910939000.0,61441000.0,368635788.0,ADI,3168241000,5107503000.0,1939262000,2078113000.0,1162761000,690533000.0,968133000.0,2005480000,30333000.0,-250840000.0,30333000.0,250840000.0,0.0,-7507000.0,194666000.0,389393000.0,934747000,129368000,250840000.0,727259000.0,817834000.0,1185587000,1574980000.0,805379000,4.68,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2016-10-29,7970278000.0,4974863000.0,921132000.0,4055793000.0,376555000.0,477609000.0,2359299000.0,636116000.0,2040762000.0,2228484000.0,549368000.0,1679116000.0,25207000.0,21937000.0,3134661000.0,64906000.0,46721000.0,2804660000.0,782934000.0,171439000.0,,0.0,1732177000.0,2021726000.0,,1732177000.0,0.0,1732177000.0,1732177000.0,259957000.0,153466000.0,5165618000.0,,4785799000.0,51363000.0,308170560.0,ADI,2227173000,3421409000.0,1194236000,1194236000.0,1028112000,461438000.0,653816000.0,1199061000,21221000.0,-88757000.0,21221000.0,88757000.0,-3300000.0,-3655000.0,134540000.0,75250000.0,956921000,95257000,92057000.0,861664000.0,838701000.0,1045678000,1120928000.0,861664000,3.07,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2015-10-31,7058777000.0,4079548000.0,884353000.0,3028928000.0,412314000.0,466527000.0,2335119000.0,644110000.0,1957985000.0,2220043000.0,583517000.0,1636526000.0,813000.0,17482000.0,2144575000.0,171779000.0,40561000.0,1985818000.0,1113585000.0,174247000.0,,374594000.0,374839000.0,872233000.0,,1748336000.0,374839000.0,498497000.0,1748336000.0,264657000.0,125763000.0,5072959000.0,,4437315000.0,52011000.0,312060682.0,ADI,2259262000,3408062000.0,1756595000,1175830000.0,830841000,478972000.0,637459000.0,1428421000,8625000.0,-27030000.0,18405000.0,27030000.0,0.0,-2322000.0,130147000.0,92093000.0,810114000,113236000,27030000.0,696878000.0,814553000.0,837144000,929237000.0,696878000,3.16,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2014-11-01,6859690000.0,3811886000.0,569233000.0,2900000000.0,367927000.0,396605000.0,2425382000.0,622422000.0,1855926000.0,2313840000.0,671402000.0,1642438000.0,643000.0,13397000.0,2330767000.0,180886000.0,49786000.0,2101793000.0,709056000.0,138967000.0,,0.0,872789000.0,1392737000.0,,872789000.0,0.0,872789000.0,872789000.0,291654000.0,263047000.0,4757897000.0,,4231496000.0,51869000.0,311204926.0,ADI,1830188000,2829989000.0,1595689000,1034585000.0,752484000,454676000.0,559686000.0,1077704000,12173000.0,-34784000.0,,34784000.0,0.0,-528000.0,114064000.0,27906000.0,729345000,100025000,34784000.0,629320000.0,541340000.0,764129000,792035000.0,629320000,2.4,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2013-11-02,6381750000.0,5472425000.0,392089000.0,4682900000.0,283337000.0,325144000.0,401154000.0,508171000.0,1784723000.0,312664000.0,28552000.0,284112000.0,4217000.0,3816000.0,4290811000.0,181032000.0,41084000.0,1642174000.0,570512000.0,119994000.0,,,,1071662000.0,,872241000.0,,872241000.0,872241000.0,203090000.0,176020000.0,4739576000.0,,4056401000.0,51842000.0,311045084.0,ADI,1692411000,2596382000.0,1367579000,941278000.0,753075000,396233000.0,513035000.0,939336000,12753000.0,-27102000.0,,27102000.0,-10205000.0,76597000.0,110196000.0,220000.0,815323000,141836000,37307000.0,673487000.0,657335000.0,842425000,842645000.0,673487000,2.15,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2012-11-03,5620347000.0,4696185000.0,528833000.0,3900400000.0,313723000.0,339881000.0,423295000.0,500867000.0,1727284000.0,312605000.0,28772000.0,283833000.0,3371545000.0,1816000.0,3371567000.0,142203000.0,36917000.0,1454988000.0,525079000.0,117034000.0,,14500000.0,14500000.0,929909000.0,,821598000.0,14500000.0,807098000.0,821598000.0,155004000.0,93255000.0,4165359000.0,,3788869000.0,50233000.0,301389176.0,ADI,1741001000,2674720000.0,1365219000,960141000.0,824048000,396519000.0,511835000.0,916953000,14448000.0,-26422000.0,,26422000.0,0.0,1459000.0,109705000.0,128000.0,813533000,162297000,26422000.0,651236000.0,1264247000.0,839955000,840083000.0,651236000,2.13,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2011-10-29,5277635000.0,4386348000.0,1405100000.0,3592500000.0,295081000.0,348416000.0,412448000.0,478839000.0,1658062000.0,287287000.0,12200000.0,275087000.0,2187362000.0,2951000.0,2187400000.0,150389000.0,58155000.0,1482222000.0,525005000.0,113056000.0,,14500000.0,14500000.0,957217000.0,,1752976000.0,14500000.0,871876000.0,1752976000.0,164200000.0,57653000.0,3795413000.0,,3482334000.0,49661000.0,297960718.0,ADI,1986541000,2974174000.0,1417071000,1006779000.0,1072025000,406707000.0,505570000.0,914516000,9060000.0,-19146000.0,,19146000.0,0.0,-492000.0,116873000.0,1346000.0,1067947000,200553000,19146000.0,860894000.0,848628000.0,1087093000,1088439000.0,867394000,2.72,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2010-10-30,4328831000.0,3478999000.0,1405100000.0,2687800000.0,277478000.0,387169000.0,377167000.0,472665000.0,1628880000.0,256923000.0,1343000.0,255580000.0,1617768000.0,1317000.0,1282700000.0,126584000.0,57472000.0,1129114000.0,643467000.0,133111000.0,,,,485647000.0,,400635000.0,0.0,400635000.0,400635000.0,267508000.0,74522000.0,3199717000.0,,2896566000.0,49777000.0,298652994.0,ADI,1799422000,2751074000.0,1374613000,962081000.0,900074000,390560000.0,492305000.0,899348000,9837000.0,-10429000.0,,10429000.0,,2183000.0,116083000.0,4828000.0,902524000,190440000,10429000.0,711225000.0,1400821000.0,912953000,917781000.0,712084000,2.36,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2009-10-31,3369407000.0,2490636000.0,1070000000.0,1815973000.0,253161000.0,301036000.0,907078000.0,476516000.0,1553598000.0,257736000.0,6855000.0,250881000.0,,1485000.0,1176244000.0,120466000.0,35658000.0,840258000.0,386613000.0,107334000.0,,,,453645000.0,,379626000.0,,379626000.0,379626000.0,130001000.0,66097000.0,2529149000.0,,2434446000.0,48645000.0,291861767.0,ADI,1118637000,2010814000.0,1290488000,896271000.0,284817000,333184000.0,446980000.0,833820000,15621000.0,-4094000.0,,4094000.0,,1100000.0,132493000.0,7377000.0,297808000,50036000,4094000.0,247408000.0,533474000.0,301902000,309279000.0,247772000,0.97,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES
2024-02-29,25691700000.0,3729500000.0,152400000.0,152400000.0,2078300000.0,832800000.0,14540500000.0,8055200000.0,,10712000000.0,2731700000.0,7980300000.0,333100000.0,170600000.0,,116400000.0,1140000000.0,15627100000.0,3141700000.0,1107100000.0,80200000.0,1205700000.0,241400000.0,12087800000.0,10300000.0,11637900000.0,956800000.0,10681100000.0,11879300000.0,668700000.0,127700000.0,9743100000.0,6100300000.0,13417200000.0,2100000.0,182935000.0,STZ,5017500000,20641100000.0,6938900000,4944300000.0,3169700000,1847800000.0,,1938300000,-511800000.0,-1400000.0,,1400000.0,20642500000.0,,427900000.0,10700000.0,2184000000,456600000,2100000.0,1765200000.0,2075700000.0,3169700000,2196100000.0,1727400000,12.06,MANUFACTURING,BEVERAGES
2023-02-28,24662300000.0,3496100000.0,133500000.0,133500000.0,1898700000.0,901600000.0,14770400000.0,6865200000.0,,10653500000.0,2728100000.0,7925400000.0,892700000.0,756500000.0,-93200000.0,114700000.0,790900000.0,15928400000.0,2968300000.0,941500000.0,126000000.0,1184300000.0,1165300000.0,12575500000.0,16700000.0,11296000000.0,9500000.0,11286500000.0,12461300000.0,689800000.0,137300000.0,8413600000.0,5863900000.0,12343900000.0,2100000.0,206835000.0,STZ,4769000000,19569700000.0,7682400000,4683600000.0,2842900000,1926100000.0,,2993600000,-2036400000.0,-1100000.0,2435100000.0,1100000.0,19570800000.0,,383800000.0,12400000.0,351100000,422100000,25300000.0,-38500000.0,370200000.0,2842900000,364600000.0,-71000000,10.64,MANUFACTURING,BEVERAGES
2022-02-28,25855800000.0,3329700000.0,199400000.0,199400000.0,1573200000.0,899000000.0,16466500000.0,6059600000.0,,10617600000.0,2755200000.0,7862400000.0,2972700000.0,2880100000.0,,91200000.0,617300000.0,13808000000.0,2698800000.0,899200000.0,136100000.0,928300000.0,323000000.0,10791500000.0,13600000.0,10093500000.0,605300000.0,9488200000.0,10416500000.0,692800000.0,150100000.0,11731900000.0,4171900000.0,14505400000.0,2200000.0,189858000.0,STZ,4707300000,18413100000.0,5835700000,4113400000.0,2331700000,1709700000.0,,1722300000,-1635500000.0,-500000.0,1991900000.0,500000.0,18413600000.0,-1664900000.0,337300000.0,10900000.0,269000000,309400000,29900000.0,1000000.0,-117600000.0,2331700000,280400000.0,-40400000,10.2,MANUFACTURING,BEVERAGES
2021-02-28,27104800000.0,3044500000.0,460600000.0,460600000.0,1291100000.0,785300000.0,24060300000.0,5821600000.0,1734200000.0,10525600000.0,2732100000.0,7793500000.0,4655200000.0,4606500000.0,,79600000.0,614100000.0,13175700000.0,1269100000.0,460000000.0,16300000.0,29200000.0,0.0,11637700000.0,539900000.0,10442300000.0,29200000.0,10413100000.0,10442300000.0,686400000.0,96200000.0,13598900000.0,2789800000.0,15117800000.0,2200000.0,193975000.0,STZ,4466000000,17933500000.0,5830300000,4148900000.0,2791100000,1674900000.0,,1681400000,150300000.0,-32000000.0,235400000.0,32000000.0,17965500000.0,137500000.0,293800000.0,16300000.0,2509100000,511100000,44800000.0,2031800000.0,1928800000.0,2791100000,2557400000.0,1998000000,9.97,MANUFACTURING,BEVERAGES
2020-02-29,27323200000.0,3484100000.0,81400000.0,81400000.0,1373600000.0,864800000.0,23768400000.0,5333000000.0,1458200000.0,10476000000.0,2718900000.0,7757100000.0,4268300000.0,4211000000.0,3093000000.0,89300000.0,610700000.0,14848900000.0,2311800000.0,557600000.0,,1050400000.0,238900000.0,12260900000.0,560200000.0,11945700000.0,734900000.0,11210800000.0,12184600000.0,210700000.0,86300000.0,12131800000.0,2814000000.0,13695300000.0,2200000.0,191846000.0,STZ,4151900000,17359400000.0,5831300000,4191600000.0,2154500000,1621800000.0,,1639700000,-2668600000.0,-37900000.0,3097300000.0,37900000.0,17397300000.0,-2671000000.0,326500000.0,17900000.0,-978400000,-966600000,40300000.0,21400000.0,75800000.0,2154500000,-922600000.0,-11800000,9.13,MANUFACTURING,BEVERAGES
2019-02-28,29231500000.0,3684000000.0,93600000.0,93600000.0,2130400000.0,846900000.0,22081900000.0,5267300000.0,1705200000.0,11286900000.0,3198100000.0,8088800000.0,3234700000.0,3234700000.0,,121800000.0,109700000.0,16394300000.0,3163800000.0,616700000.0,,1856700000.0,791500000.0,11866400000.0,,12825000000.0,1065200000.0,11759800000.0,13616500000.0,193300000.0,106600000.0,12551000000.0,2784300000.0,14276200000.0,2200000.0,190705000.0,STZ,4080300000,16595500000.0,5709800000,4035700000.0,2412200000,1668100000.0,,1674100000,2101600000.0,-379100000.0,1734500000.0,379100000.0,16974600000.0,2099900000.0,333100000.0,6000000.0,4121800000,685900000,380800000.0,3459100000.0,3284900000.0,4500900000,4506900000.0,3435900000,9.28,MANUFACTURING,BEVERAGES
2018-02-28,20538700000.0,3474000000.0,90300000.0,745900000.0,2084000000.0,776200000.0,17064700000.0,4789700000.0,1484000000.0,11387900000.0,3304800000.0,8083100000.0,655600000.0,0.0,,133400000.0,93400000.0,12547000000.0,2039600000.0,592200000.0,,769100000.0,746800000.0,10531300000.0,,9439900000.0,22300000.0,9417600000.0,10186700000.0,156400000.0,136100000.0,7975100000.0,3807400000.0,9157200000.0,2900000.0,193593000.0,STZ,3812500000,7909000000.0,5306400000,3767800000.0,2279800000,1532700000.0,,1538600000,487200000.0,-334300000.0,155200000.0,334300000.0,-83500000.0,487200000.0,293800000.0,5900000.0,2326100000,22700000,431300000.0,2330800000.0,2500300000.0,2660400000,2666300000.0,2303400000,8.71,MANUFACTURING,BEVERAGES
2017-02-28,18602400000.0,3230000000.0,177400000.0,177400000.0,1955100000.0,737000000.0,15372400000.0,3932800000.0,1277000000.0,11298200000.0,3377700000.0,7920500000.0,0.0,0.0,300000.0,124000000.0,141400000.0,11717600000.0,2697600000.0,559800000.0,,910900000.0,606500000.0,9020000000.0,,8631600000.0,910900000.0,7720700000.0,9238100000.0,162700000.0,165700000.0,6891200000.0,2777700000.0,7310000000.0,2900000.0,195576000.0,STZ,3519000000,7716700000.0,5204900000,3802100000.0,2389000000,1392400000.0,,1402800000,27300000.0,-335100000.0,306000000.0,335100000.0,-9800000.0,27300000.0,237500000.0,10400000.0,2078900000,550300000,335100000.0,1539200000.0,1581300000.0,2414000000,2424400000.0,1528600000,6.75,MANUFACTURING,BEVERAGES
