fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry
2016-12-02,12697246000.0,5839774000.0,1011315000.0,4761300000.0,,833033000.0,6777033000.0,816264000.0,1109948000.0,5820879000.0,414405000.0,5406474000.0,,80439000.0,3749985000.0,245441000.0,139890000.0,5272411000.0,2811635000.0,88024000.0,2014750000.0,,81475000.0,568576000.0,,1892200000.0,1892200000.0,,1892200000.0,696517000.0,97404000.0,7424835000.0,5132472000.0,8114517000.0,61000.0,494254000.0,ADBE,5034522000,5854430000.0,819908000,819908000.0,1493602000,2486399000.0,975987000.0,3540920000,47340000.0,-70442000.0,47340000.0,70442000.0,-35716000.0,29000.0,,310000000.0,1435138000,266356000,70442000.0,1168782000.0,1164260000.0,1505580000,1815580000.0,1168782000,3.02,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2015-11-27,11726472000.0,4821892000.0,876560000.0,3988084000.0,,672006000.0,6824141000.0,787421000.0,971195000.0,5876888000.0,510007000.0,5366881000.0,3111524000.0,80439000.0,3111524000.0,161802000.0,159832000.0,4724892000.0,2213556000.0,93307000.0,1485294000.0,0.0,34161000.0,2511336000.0,,1907231000.0,1907231000.0,,1887410000.0,651888000.0,88673000.0,7001580000.0,4267715000.0,7253431000.0,61000.0,497809000.0,ADBE,4051194000,4795511000.0,744317000,744317000.0,903095000,2215161000.0,862730000.0,3148099000,28759000.0,-64184000.0,,64184000.0,-20130000.0,22325000.0,,320800000.0,873781000,244230000,64184000.0,629551000.0,468565000.0,937965000,1258765000.0,629551000,2.08,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2014-11-28,10785829000.0,4602328000.0,1117400000.0,3739491000.0,95586000.0,591800000.0,6103062000.0,785123000.0,914034000.0,5191624000.0,469662000.0,4721962000.0,2621600000.0,80439000.0,2622091000.0,175758000.0,126315000.0,4009924000.0,2494435000.0,68377000.0,1155324000.0,603229000.0,585692000.0,1515489000.0,,911086000.0,603229000.0,911086000.0,1496778000.0,740941000.0,73747000.0,6775905000.0,3918851000.0,6924294000.0,61000.0,497484000.0,ADBE,3524985000,4147065000.0,622080000,622080000.0,412685000,2195640000.0,844353000.0,3112300000,21355000.0,-59732000.0,,59732000.0,-18840000.0,825000.0,,296900000.0,361376000,92981000,59732000.0,268395000.0,214198000.0,421108000,718008000.0,268395000,1.31,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2013-11-29,10380298000.0,4045929000.0,834556000.0,3173752000.0,102247000.0,599820000.0,6127130000.0,659774000.0,787964000.0,5377235000.0,605254000.0,4771981000.0,2338476000.0,207239000.0,2339196000.0,170110000.0,90121000.0,3655664000.0,1525648000.0,62096000.0,828812000.0,14676000.0,14676000.0,2130016000.0,,1496028000.0,14676000.0,1496028000.0,1496028000.0,673332000.0,61555000.0,6724634000.0,3643190000.0,6928964000.0,61000.0,496261000.0,ADBE,3468683000,4055240000.0,586557000,586557000.0,422723000,2140578000.0,826631000.0,3045960000,21887000.0,-67508000.0,,67508000.0,-23760000.0,1042000.0,,301600000.0,356141000,66156000,67508000.0,289985000.0,305376000.0,423649000,725249000.0,289985000,1.35,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2012-11-30,10040229000.0,4397066000.0,1425052000.0,3538353000.0,59537000.0,617233000.0,5435924000.0,664302000.0,734373000.0,4678295000.0,545036000.0,4133259000.0,2113057000.0,207239000.0,2113301000.0,116237000.0,93327000.0,3375047000.0,1271752000.0,49759000.0,619565000.0,11217000.0,11217000.0,2037589000.0,,1495312000.0,11217000.0,1495312000.0,1495312000.0,649313000.0,50084000.0,6665182000.0,3407259000.0,7003003000.0,61000.0,494132000.0,ADBE,3919895000,4403677000.0,483782000,483782000.0,1180191000,1951141000.0,742823000.0,2739704000,24549000.0,-67487000.0,,67487000.0,-32544000.0,594000.0,,280600000.0,1118794000,286019000,67487000.0,832775000.0,833537000.0,1186281000,1466881000.0,832775000,2.36,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2011-12-02,8991183000.0,3771451000.0,989500000.0,2911692000.0,,634373000.0,5033493000.0,527828000.0,625930000.0,4394743000.0,545526000.0,3849217000.0,21000000.0,21000000.0,1922192000.0,225386000.0,89922000.0,3208070000.0,1250779000.0,86660000.0,531705000.0,9212000.0,9212000.0,1957291000.0,,1494627000.0,9212000.0,1494627000.0,1494627000.0,678505000.0,50883000.0,5783113000.0,3529529000.0,6528735000.0,61000.0,491540000.0,ADBE,3778385000,4216258000.0,437873000,437873000.0,1099299000,1800427000.0,738053000.0,2679086000,24506000.0,-66952000.0,,66952000.0,-44998000.0,912000.0,,249000000.0,1035230000,202383000,66952000.0,832847000.0,845369000.0,1102182000,1351182000.0,832847000,2.35,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2010-12-03,8141148000.0,3216050000.0,749891000.0,2468015000.0,,554328000.0,4762676000.0,448881000.0,525087000.0,3641844000.0,457263000.0,3641844000.0,25018000.0,25018000.0,1718124000.0,193707000.0,98350000.0,2948761000.0,1068088000.0,52432000.0,429677000.0,8799000.0,1493969000.0,1872419000.0,,0.0,8799000.0,1493969000.0,1493969000.0,626109000.0,42017000.0,5192387000.0,3264294000.0,5980914000.0,61000.0,501897000.0,ADBE,3396498000,3800000000.0,403502000,403502000.0,993074000,1627696000.0,680332000.0,2403424000,21923000.0,-56952000.0,,56952000.0,-13622000.0,1211000.0,,292738000.0,943151000,168471000,56952000.0,774680000.0,767662000.0,1000103000,1292841000.0,774680000,1.94,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2009-11-27,7282237000.0,2473624000.0,999487000.0,1904473000.0,,410879000.0,4601374000.0,388132000.0,442718000.0,4021977000.0,527388000.0,3494589000.0,150019000.0,63526000.0,904986000.0,158272000.0,191265000.0,2391669000.0,844553000.0,58904000.0,,,46634000.0,1540195000.0,,1000000000.0,,1000000000.0,1260245000.0,457439000.0,27464000.0,4890568000.0,2823914000.0,5299914000.0,61000.0,522657000.0,ADBE,2649121000,2945853000.0,296732000,296732000.0,690513000,1280652000.0,565141000.0,1958608000,34978000.0,-3407000.0,,3407000.0,-13420000.0,1070000.0,,282423000.0,701520000,315012000,3407000.0,386508000.0,353732000.0,704927000,987350000.0,386508000,1.54,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2024-06-30,122370000000.0,24709000000.0,9482000000.0,8000000000.0,7016000000.0,6118000000.0,98535000000.0,22152000000.0,27911000000.0,62350000000.0,22047000000.0,40303000000.0,120000000.0,,,2093000000.0,13158000000.0,71811000000.0,33627000000.0,15364000000.0,,7191000000.0,3353000000.0,43434000000.0,909000000.0,31538000000.0,3838000000.0,25269000000.0,24399000000.0,2953000000.0,6398000000.0,50559000000.0,133379000000.0,123811000000.0,4009000000.0,2361900000.0,PG,17548000000,84039000000.0,66491000000,40848000000.0,18545000000,23305000000.0,2000000000.0,27428000000,473000000.0,-452000000.0,473000000.0,925000000.0,,668000000.0,,338000000.0,18666000000,3787000000,925000000.0,14974000000.0,15199000000.0,18545000000,18883000000.0,14879000000,6.59,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2023-06-30,120829000000.0,22648000000.0,8246000000.0,6800000000.0,7073000000.0,5471000000.0,98962000000.0,21909000000.0,26736000000.0,64442000000.0,23783000000.0,40659000000.0,33000000.0,,,1858000000.0,11830000000.0,73764000000.0,35756000000.0,14598000000.0,,10229000000.0,6278000000.0,43476000000.0,817000000.0,30851000000.0,3951000000.0,24378000000.0,26539000000.0,2915000000.0,7152000000.0,47065000000.0,129736000000.0,118170000000.0,4009000000.0,2362200000.0,PG,17478000000,82006000000.0,64528000000,42760000000.0,18134000000,21112000000.0,2000000000.0,23728000000,307000000.0,-756000000.0,307000000.0,756000000.0,0.0,668000000.0,,327000000.0,18268000000,3615000000,756000000.0,14738000000.0,14622000000.0,19024000000,19351000000.0,14653000000,5.9,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2022-06-30,117208000000.0,21653000000.0,7214000000.0,6113000000.0,6924000000.0,5143000000.0,95555000000.0,21195000000.0,25502000000.0,63379000000.0,23679000000.0,39700000000.0,570000000.0,,113000000.0,4744000000.0,10981000000.0,70354000000.0,33081000000.0,14882000000.0,,8645000000.0,4998000000.0,42431000000.0,800000000.0,29347000000.0,3647000000.0,22848000000.0,24122000000.0,2939000000.0,7616000000.0,46854000000.0,123382000000.0,112429000000.0,4009000000.0,2399200000.0,PG,17248000000,80187000000.0,62939000000,42157000000.0,17813000000,20217000000.0,2000000000.0,22697000000,51000000.0,-439000000.0,51000000.0,439000000.0,0.0,570000000.0,,312000000.0,17944000000,3202000000,439000000.0,14793000000.0,16297000000.0,18383000000,18695000000.0,14742000000,5.81,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2021-06-30,119307000000.0,23091000000.0,10288000000.0,9263000000.0,5983000000.0,4725000000.0,96216000000.0,21686000000.0,25012000000.0,64566000000.0,23642000000.0,40924000000.0,418000000.0,,163000000.0,4190000000.0,9964000000.0,72653000000.0,33132000000.0,13720000000.0,,8889000000.0,5269000000.0,47320000000.0,631000000.0,32420000000.0,3620000000.0,23099000000.0,22152000000.0,9667000000.0,10269000000.0,46654000000.0,114973000000.0,106374000000.0,4009000000.0,2442100000.0,PG,17338000000,76118000000.0,58780000000,37108000000.0,17986000000,21024000000.0,1900000000.0,23556000000,45000000.0,-502000000.0,45000000.0,502000000.0,-496000000.0,86000000.0,,318000000.0,17569000000,3263000000,1014000000.0,14352000000.0,16727000000.0,18071000000,18389000000.0,14306000000,5.66,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2020-06-30,120700000000.0,27987000000.0,16181000000.0,14600000000.0,5498000000.0,4178000000.0,92713000000.0,20692000000.0,23079000000.0,63693000000.0,23792000000.0,39901000000.0,318000000.0,,39000000.0,2130000000.0,8328000000.0,73822000000.0,32976000000.0,12071000000.0,,11183000000.0,8675000000.0,569000000.0,652000000.0,31508000000.0,2508000000.0,23537000000.0,21662000000.0,3105000000.0,11110000000.0,46878000000.0,105573000000.0,100239000000.0,4009000000.0,2481100000.0,PG,14564000000,70950000000.0,56386000000,35250000000.0,15706000000,19994000000.0,1800000000.0,22943000000,155000000.0,-465000000.0,310000000.0,465000000.0,-7000000.0,438000000.0,,360000000.0,15758000000,2731000000,465000000.0,13103000000.0,11798000000.0,16223000000,16583000000.0,13027000000,5.12,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2019-06-30,115095000000.0,22473000000.0,4239000000.0,4239000000.0,5017000000.0,4951000000.0,92622000000.0,21271000000.0,22122000000.0,64488000000.0,24215000000.0,40273000000.0,239000000.0,169000000.0,6048000000.0,2218000000.0,6863000000.0,67516000000.0,30011000000.0,11260000000.0,,9697000000.0,6309000000.0,676000000.0,33000000.0,28788000000.0,3388000000.0,20395000000.0,23251000000.0,2323000000.0,10211000000.0,47579000000.0,100406000000.0,94918000000.0,4009000000.0,2509900000.0,PG,4384000000,67684000000.0,63300000000,34768000000.0,5487000000,19084000000.0,1900000000.0,29754000000,220000000.0,-509000000.0,220000000.0,509000000.0,678000000.0,871000000.0,,349000000.0,6000000000,2103000000,509000000.0,3966000000.0,4036000000.0,6509000000,6858000000.0,3897000000,4.53,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2018-06-30,118310000000.0,23320000000.0,2569000000.0,2569000000.0,4738000000.0,4686000000.0,94990000000.0,20600000000.0,21247000000.0,69077000000.0,23902000000.0,45175000000.0,9477000000.0,141000000.0,9281000000.0,2046000000.0,5313000000.0,65427000000.0,28237000000.0,10344000000.0,,10423000000.0,8651000000.0,666000000.0,107000000.0,25174000000.0,1772000000.0,20863000000.0,24132000000.0,2183000000.0,10164000000.0,52883000000.0,99217000000.0,98641000000.0,4009000000.0,2510100000.0,PG,11663000000,66832000000.0,54493000000,34432000000.0,13363000000,19037000000.0,1900000000.0,21949000000,247000000.0,-506000000.0,247000000.0,506000000.0,-170000000.0,222000000.0,,302000000.0,13215000000,3465000000,852000000.0,9861000000.0,9633000000.0,13721000000,14023000000.0,9750000000,4.22,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2017-06-30,120406000000.0,26494000000.0,5569000000.0,5569000000.0,4624000000.0,4594000000.0,93912000000.0,19893000000.0,20255000000.0,68886000000.0,24187000000.0,44699000000.0,9568000000.0,132000000.0,9568000000.0,2139000000.0,5133000000.0,64628000000.0,30210000000.0,9632000000.0,,13554000000.0,11878000000.0,870000000.0,51000000.0,23072000000.0,1676000000.0,18038000000.0,25358000000.0,1994000000.0,8254000000.0,55778000000.0,93715000000.0,96124000000.0,4009000000.0,2557900000.0,PG,17358000000,65058000000.0,52182000000,32638000000.0,13766000000,18654000000.0,1900000000.0,16057000000,171000000.0,-465000000.0,171000000.0,465000000.0,4947000000.0,-215000000.0,,325000000.0,18389000000,3063000000,1008000000.0,10194000000.0,16601000000.0,18854000000,19179000000.0,15326000000,3.92,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2016-06-30,127136000000.0,33782000000.0,8098000000.0,7102000000.0,4716000000.0,4373000000.0,93354000000.0,19385000000.0,20481000000.0,68877000000.0,24527000000.0,44350000000.0,6246000000.0,28000000.0,6246000000.0,2653000000.0,5092000000.0,69153000000.0,30770000000.0,9325000000.0,,11653000000.0,8893000000.0,804000000.0,45000000.0,27122000000.0,2760000000.0,18945000000.0,21510000000.0,2302000000.0,10325000000.0,57983000000.0,82176000000.0,87953000000.0,4009000000.0,2668000000.0,PG,11538000000,64761000000.0,53223000000,32909000000.0,13441000000,18949000000.0,1900000000.0,22173000000,182000000.0,-579000000.0,397000000.0,579000000.0,41000000.0,325000000.0,,388000000.0,13850000000,3342000000,579000000.0,10027000000.0,7381000000.0,14429000000,14817000000.0,10508000000,3.67,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2015-06-30,129495000000.0,29646000000.0,6836000000.0,6845000000.0,4979000000.0,4861000000.0,99849000000.0,19655000000.0,20408000000.0,69632000000.0,25010000000.0,44622000000.0,4767000000.0,30000000.0,4767000000.0,4209000000.0,5358000000.0,66445000000.0,29790000000.0,8138000000.0,,12018000000.0,9249000000.0,755000000.0,,23129000000.0,2772000000.0,18327000000.0,32378000000.0,2464000000.0,8432000000.0,63050000000.0,77226000000.0,84807000000.0,4009000000.0,2718600000.0,PG,14497000000,76419000000.0,61922000000,38876000000.0,11049000000,20616000000.0,2000000000.0,24280000000,151000000.0,-626000000.0,477000000.0,626000000.0,766000000.0,440000000.0,,457000000.0,9761000000,2725000000,626000000.0,8930000000.0,1918000000.0,10387000000,10844000000.0,7036000000,4.05,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2014-06-30,144266000000.0,31617000000.0,8548000000.0,8558000000.0,6759000000.0,6386000000.0,112649000000.0,22304000000.0,22123000000.0,81572000000.0,30843000000.0,50729000000.0,2128000000.0,,2128000000.0,4937000000.0,5798000000.0,74290000000.0,33726000000.0,8461000000.0,,15606000000.0,11299000000.0,802000000.0,,26429000000.0,4307000000.0,19811000000.0,24047000000.0,2571000000.0,10535000000.0,69976000000.0,75805000000.0,84990000000.0,4009000000.0,2711700000.0,PG,-39694000000,29400000000.0,69094000000,42460000000.0,13910000000,21461000000.0,1900000000.0,28480000000,100000000.0,-709000000.0,,709000000.0,154000000.0,209000000.0,,514000000.0,14494000000,2851000000,709000000.0,11565000000.0,11472000000.0,15203000000,15717000000.0,11643000000,4.25,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2013-06-30,139263000000.0,23990000000.0,5930000000.0,5947000000.0,6909000000.0,6508000000.0,115273000000.0,21666000000.0,21346000000.0,86760000000.0,31572000000.0,55188000000.0,878000000.0,,17000000.0,4626000000.0,6847000000.0,70554000000.0,30037000000.0,8777000000.0,,12432000000.0,7926000000.0,837000000.0,,23617000000.0,4506000000.0,19111000000.0,31543000000.0,2527000000.0,10579000000.0,68709000000.0,71966000000.0,80197000000.0,4009000000.0,2930600000.0,PG,13813000000,29200000000.0,70603000000,42428000000.0,13817000000,26000000000.0,1900000000.0,29926000000,87000000.0,-667000000.0,,667000000.0,916000000.0,941000000.0,,528000000.0,14538000000,3226000000,667000000.0,11211000000.0,13142000000.0,15205000000,15733000000.0,11312000000,4.06,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2012-06-30,132244000000.0,21910000000.0,4436000000.0,4436000000.0,6721000000.0,6068000000.0,110334000000.0,20377000000.0,19856000000.0,84761000000.0,30988000000.0,53773000000.0,888000000.0,,,4685000000.0,5196000000.0,68209000000.0,24907000000.0,7920000000.0,,8698000000.0,4615000000.0,891000000.0,,27948000000.0,4083000000.0,21080000000.0,32563000000.0,2728000000.0,12090000000.0,64035000000.0,69604000000.0,75349000000.0,4008000000.0,2941200000.0,PG,15763000000,28400000000.0,69254000000,42391000000.0,13035000000,25984000000.0,2000000000.0,25526000000,77000000.0,-769000000.0,,769000000.0,2106000000.0,185000000.0,,500000000.0,14134000000,3378000000,769000000.0,9002000000.0,3501000000.0,14903000000,15403000000.0,10756000000,3.89,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2011-06-30,138354000000.0,21970000000.0,2768000000.0,2768000000.0,7379000000.0,6275000000.0,116384000000.0,21293000000.0,20214000000.0,90182000000.0,32620000000.0,57562000000.0,934000000.0,,,5548000000.0,4909000000.0,70353000000.0,27293000000.0,8022000000.0,,9981000000.0,6987000000.0,1356000000.0,,26426000000.0,2994000000.0,22033000000.0,22033000000.0,2657000000.0,9957000000.0,68001000000.0,67278000000.0,70682000000.0,4008000000.0,3001900000.0,PG,14441000000,81728000000.0,67287000000,40768000000.0,15495000000,25750000000.0,2000000000.0,27350000000,62000000.0,-831000000.0,,831000000.0,203000000.0,271000000.0,,546000000.0,15096000000,3299000000,831000000.0,11568000000.0,17552000000.0,15927000000,16473000000.0,11797000000,3.95,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2010-06-30,128172000000.0,18782000000.0,2879000000.0,2879000000.0,6384000000.0,5335000000.0,109390000000.0,19244000000.0,17768000000.0,85648000000.0,31636000000.0,54012000000.0,850000000.0,,,4184000000.0,4498000000.0,66733000000.0,24282000000.0,7251000000.0,,8472000000.0,7908000000.0,51448000000.0,,1876000000.0,564000000.0,21360000000.0,9784000000.0,2758000000.0,10189000000.0,61439000000.0,61309000000.0,64614000000.0,4008000000.0,3099300000.0,PG,11967000000,77992000000.0,66025000000,37919000000.0,15732000000,24793000000.0,1950000000.0,29052000000,,-946000000.0,,946000000.0,2670000000.0,82000000.0,,3108000000.0,16753000000,4017000000,946000000.0,10741000000.0,8272000000.0,17699000000,20807000000.0,12736000000,4.09,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
2023-12-31,4762528000.0,267895000.0,46817000.0,46817000.0,,183815000.0,4470360000.0,28941000.0,130464000.0,3626476000.0,3626476000.0,,,,,37263000.0,,2597556000.0,323273000.0,,236686000.0,483000.0,59498000.0,2282583000.0,61086000.0,2182591000.0,483000.0,2182108000.0,2182108000.0,62001000.0,22208000.0,2164972000.0,782104000.0,-999234000.0,26000.0,19689000.0,MSTR,386317000,496261000.0,109944000,109944000.0,-115047000,264983000.0,120530000.0,501364000,,-8808000.0,,8808000.0,535347000.0,-5204000.0,,6400000.0,-124525000,-553646000,-35878000.0,429121000.0,431478000.0,-115047000,-109317000.0,429121000,29.58,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2022-12-31,2410272000.0,264566000.0,43835000.0,43835000.0,7033000.0,189280000.0,2121790000.0,32311000.0,125317000.0,1840028000.0,1840028000.0,,,,0.0,31451000.0,,2793392000.0,317403000.0,,230191000.0,454000.0,454000.0,2482089000.0,67344000.0,2378560000.0,454000.0,2378560000.0,2378560000.0,51045000.0,17124000.0,-383120000.0,782104000.0,-1428355000.0,20000.0,11387000.0,MSTR,396275000,499264000.0,102989000,102989000.0,-1275742000,258303000.0,127428000.0,1672017000,,-8694000.0,,8694000.0,505464000.0,6413000.0,,6700000.0,-1322465000,147332000,8694000.0,-1469797000.0,-1476055000.0,-1275742000,-1269042000.0,-1469797000,-128.75,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2021-12-31,3557124000.0,267965000.0,63356000.0,63356000.0,,189280000.0,3273339000.0,36587000.0,122630000.0,2850210000.0,2850210000.0,,,,0.0,15329000.0,,2578166000.0,311985000.0,,217949000.0,,46084000.0,2272381000.0,76608000.0,2155151000.0,0.0,2155151000.0,2155151000.0,53041000.0,26224000.0,978958000.0,782104000.0,41442000.0,20000.0,10686000.0,MSTR,418853000,510762000.0,91909000,91909000.0,-784527000,255642000.0,117117000.0,1203380000,,-29149000.0,,29149000.0,513262000.0,2287000.0,,8700000.0,-811389000,-275909000,,-535480000.0,-539138000.0,-784527000,-775827000.0,-535480000,10.44,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2020-12-31,1465612000.0,272620000.0,59675000.0,59675000.0,1.0,197461000.0,1177377000.0,42975000.0,118749000.0,1054302000.0,1054302000.0,,,1054302000.0,0.0,15484000.0,,912567000.0,285618000.0,,205912000.0,,-38707000.0,631549000.0,84328000.0,486366000.0,,486366000.0,486366000.0,46249000.0,33382000.0,553045000.0,782104000.0,575965000.0,18000.0,9405000.0,MSTR,389680000,480735000.0,91055000,91055000.0,-13625000,229046000.0,103561000.0,403305000,,710000.0,710000.0,1814000.0,473135000.0,-7038000.0,,11400000.0,-19953000,-12429000,,-7524000.0,-1758000.0,-13625000,-2225000.0,-7524000,3.93,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2019-12-31,916571000.0,753446000.0,456727000.0,565646000.0,,163516000.0,135692000.0,50154000.0,108747000.0,,,,,,108919000.0,24284000.0,,408012000.0,269818000.0,,191451000.0,9602000.0,33919000.0,139868000.0,103424000.0,,9602000.0,,103424000.0,14873000.0,30400000.0,508559000.0,658880000.0,583489000.0,18000.0,10205000.0,MSTR,386353000,486327000.0,99974000,99974000.0,-1002000,277932000.0,109423000.0,387355000,,10909000.0,10909000.0,39265000.0,485327000.0,28356000.0,,11700000.0,38263000,3908000,,34355000.0,34921000.0,-1002000,10698000.0,34355000,1.21,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2018-12-31,855768000.0,778399000.0,109924000.0,576110000.0,,171359000.0,51919000.0,51919000.0,103744000.0,,,,,,466186000.0,30930000.0,,326037000.0,258269000.0,,183009000.0,,,72532000.0,,,,,,48045000.0,61262000.0,529731000.0,586161000.0,549134000.0,18000.0,11126000.0,MSTR,398139000,497638000.0,99499000,99499000.0,3981000,291659000.0,102499000.0,394158000,,11855000.0,11855000.0,,502338000.0,4646000.0,,8300000.0,20482000,-2019000,,22501000.0,17943000.0,3981000,12281000.0,22501000,1.7,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2017-12-31,933219000.0,860653000.0,420244000.0,675171000.0,,69500000.0,56227000.0,53359000.0,101380000.0,2499000.0,2499000.0,,,,254927000.0,18940000.0,,327493000.0,270943000.0,,122830000.0,,,64345000.0,,,,,,41498000.0,50146000.0,605726000.0,475184000.0,526633000.0,18000.0,11447000.0,MSTR,407194000,503843000.0,96649000,96649000.0,73222000,254773000.0,78766000.0,333972000,,5205000.0,5205000.0,,-7000000.0,-6953000.0,,8400000.0,71474000,53279000,,17643000.0,23465000.0,73222000,81622000.0,18195000,5.35,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2016-12-31,768319000.0,684987000.0,401975000.0,589383000.0,1.0,83319000.0,63131000.0,57436000.0,100354000.0,8497000.0,8497000.0,,,,187408000.0,12285000.0,,216142000.0,185486000.0,,119450000.0,,,34192000.0,,1101000.0,,,,43323000.0,16447000.0,566317000.0,475184000.0,494112000.0,18000.0,11434000.0,MSTR,420442000,513589000.0,93147000,93147000.0,109512000,238202000.0,73142000.0,310930000,,2203000.0,2203000.0,,3000000.0,3218000.0,,10600000.0,114933000,22694000,,90908000.0,88718000.0,109512000,120112000.0,92239000,7.88,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2015-12-31,656894000.0,565314000.0,292341000.0,485661000.0,1.0,68154000.0,67736000.0,65664000.0,97250000.0,15855000.0,15855000.0,,,,193320000.0,11499000.0,,201613000.0,172658000.0,,109690000.0,,,32535000.0,,167000.0,,,,40123000.0,19943000.0,455281000.0,475184000.0,403204000.0,18000.0,11385000.0,MSTR,428761000,529869000.0,101108000,101108000.0,134022000,229254000.0,65206000.0,294739000,,,772000.0,,2400000.0,3558000.0,,14000000.0,137864000,31933000,,105931000.0,103166000.0,134022000,148022000.0,105931000,9.18,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2014-12-31,558797000.0,462365000.0,146919000.0,345466000.0,,78633000.0,81803000.0,77852000.0,93041000.0,13469000.0,13469000.0,,,,198547000.0,38266000.0,,234326000.0,197300000.0,,119231000.0,,,39505000.0,,157000.0,,,,53429000.0,22679000.0,324471000.0,475184000.0,297273000.0,18000.0,11301000.0,MSTR,444620000,579830000.0,135210000,135210000.0,5104000,321429000.0,103355000.0,439516000,,,,,6941000.0,5785000.0,,20100000.0,11051000,6016000,,5035000.0,1503000.0,5104000,25204000.0,5035000,1.46,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
2013-12-31,585514000.0,479948000.0,220171000.0,357369000.0,1.0,86181000.0,92067000.0,85445000.0,79341000.0,10295000.0,10295000.0,,,,137198000.0,36398000.0,,275188000.0,233519000.0,,122626000.0,,,41669000.0,,1619000.0,,,,79917000.0,25511000.0,310326000.0,475184000.0,292238000.0,17000.0,11303000.0,MSTR,437319000,575888000.0,138569000,138569000.0,19440000,319823000.0,98056000.0,417879000,497000.0,,,,-3300000.0,-3186000.0,,21000000.0,73533000,-9799000,,26550000.0,84016000.0,19440000,40440000.0,83332000,2.35,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE
