fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2023-12-31,USD,14007929000,33723297000.0,19715368000,19715368000.0,6954003000,6110168000.0,2675758000.0,8785926000,,-699826000.0,,699826000.0,-176296000.0,,,14554384000.0,6205405000,797415000,699826000.0,5407990000.0,5401351000.0,6905231000,21508387000.0,5407990000,NFLX
2022-12-31,USD,12447265000,31615550000.0,19168285000,19168285000.0,5632831000,5689393000.0,2711041000.0,8400434000,,-706212000.0,337310000.0,706212000.0,353111000.0,337310000.0,,14362814000.0,5263929000,772005000,706212000.0,4491924000.0,4315113000.0,5970141000,20332955000.0,4491924000,NFLX
2021-12-31,USD,12365161000,29697844000.0,17332683000,17332683000.0,6194509000,5565767000.0,2273885000.0,5565767000,,-765620000.0,411214000.0,765620000.0,430661000.0,411214000.0,,12438779000.0,5840103000,723875000,765620000.0,5116228000.0,5031335000.0,6605723000,19044502000.0,5116228000,NFLX
2020-12-31,USD,9719737000,24996056000.0,15276319000,15276319000.0,4585289000,4751848000.0,1829600000.0,6735848000,,-767499000.0,1385940000.0,767499000.0,-533278000.0,-618441000.0,,10922622000.0,3199349000,437954000,767499000.0,2761395000.0,2829314000.0,3966848000,15507911000.0,2761395000,NFLX
2019-12-31,USD,7716234000,20156447000.0,12440213000,12440213000.0,2604254000,5445831000.0,1673000000.0,7118831000,,-626023000.0,84000000.0,626023000.0,45576000.0,84000000.0,,9403826000.0,2062231000,195315000,626023000.0,1866916000.0,1862977000.0,2688254000,12008080000.0,1866916000,NFLX
2018-12-31,USD,5826803000,15794341000.0,9967538000,9967538000.0,1605226000,4807763000.0,1218000000.0,7869871000,,-420493000.0,41725000.0,420493000.0,73953000.0,41725000.0,,7656457000.0,1226458000,15216000,420493000.0,1211242000.0,1212217000.0,1646951000,9303408000.0,1211242000,NFLX
2017-12-31,USD,3659713000,11692713000.0,8033000000,7659666000.0,838679000,3232690000.0,981000000.0,6130336000,,-238204000.0,115154000.0,238204000.0,-127900000.0,-115154000.0,,6330385000.0,485321000,-73608000,238204000.0,558929000.0,586937000.0,723525000,7169064000.0,558929000,NFLX
2016-12-31,USD,2800768000,8830669000.0,6257462000,6029901000.0,379793000,2411277000.0,768000000.0,4609474000,,-150114000.0,30828000.0,150114000.0,22800000.0,30828000.0,,4924978000.0,260507000,73829000,150114000.0,186678000.0,181421000.0,410621000,5335599000.0,186678000,NFLX
2015-12-31,USD,2188035000,6779511000.0,4591476000,4591476000.0,305826000,1945721000.0,570000000.0,3654626000,,-132716000.0,163941000.0,132716000.0,37300000.0,-31225000.0,,3547045000.0,141885000,19244000,132716000.0,122641000.0,83779000.0,274601000,3852871000.0,122641000,NFLX
2014-12-31,USD,1751896000,5504656000.0,3752760000,3752760000.0,402648000,1410027000.0,398200000.0,2624410000,,-50219000.0,,50219000.0,-8200000.0,-3060000.0,,2781798000.0,349369000,82570000,50219000.0,266799000.0,258778000.0,399588000,3184446000.0,266799000,NFLX
2013-12-31,USD,1257359000,4374562000.0,3117203000,3083256000.0,228347000,1122090000.0,378769000.0,2114200000,,-29142000.0,,29142000.0,-33529000.0,-28131000.0,,2241680000.0,171074000,58671000,54271000.0,112403000.0,113059000.0,200216000,2470027000.0,112403000,NFLX
2012-12-31,USD,983416000,3609282000.0,2652058000,2625866000.0,49992000,981616000.0,329008000.0,1824774000,,-19986000.0,,19986000.0,-4000000.0,474000.0,,45469000.0,30480000,13328000,19986000.0,17152000.0,19365000.0,50466000,95935000.0,17152000,NFLX
2011-12-31,USD,1164676000,3204577000.0,2039901000,1789596000.0,376068000,819675000.0,259033000.0,788608000,,-20025000.0,,20025000.0,0.0,-16546000.0,,43747000.0,359522000,133396000,20025000.0,226126000.0,226082000.0,379547000,423294000.0,226126000,NFLX
2010-12-31,USD,805270000,2162625000.0,1357355000,1154109000.0,283641000,364394000.0,163329000.0,521629000,,-19629000.0,,19629000.0,,-15945000.0,,38099000.0,267696000,106843000,19629000.0,160853000.0,161330000.0,287325000,325424000.0,160853000,NFLX
2009-12-31,USD,590998000,1670269000.0,1079271000,909461000.0,191939000,289077000.0,114542000.0,399059000,,-6475000.0,,6475000.0,,6728000.0,,38044000.0,192192000,76332000,6475000.0,115860000.0,116049000.0,198667000,236711000.0,115860000,NFLX
2023-12-31,USD,18533000000,26046000000.0,7513000000,5253000000.0,7070000000,1497000000.0,,2309000000,,-3014000000.0,29000000.0,3014000000.0,28674000000.0,598000000.0,,160000000.0,3279000000,438000000,3014000000.0,4126000000.0,2975000000.0,6293000000,6453000000.0,2841000000,DUK
2022-12-31,USD,18558000000,26329000000.0,7771000000,5086000000.0,6012000000,1566000000.0,,2823000000,,-2439000000.0,2326000000.0,2439000000.0,28675000000.0,392000000.0,,151000000.0,2850000000,300000000,2439000000.0,3659000000.0,2713000000.0,5289000000,5440000000.0,2550000000,DUK
2021-12-31,USD,15227000000,22817000000.0,7590000000,4990000000.0,5500000000,1477000000.0,,2641000000,,-2280000000.0,-73000000.0,2207000000.0,24703000000.0,636000000.0,,219000000.0,4176000000,268000000,2280000000.0,3602000000.0,3842000000.0,6383000000,6602000000.0,3908000000,DUK
2020-12-31,USD,7883000000,21706000000.0,13823000000,10756000000.0,4571000000,1421000000.0,,3132000000,,-2162000000.0,-65000000.0,2097000000.0,23480000000.0,451000000.0,,119000000.0,1208000000,-169000000,2162000000.0,981000000.0,1270000000.0,3305000000,3424000000.0,1377000000,DUK
2019-12-31,USD,13287000000,22144000000.0,8857000000,6826000000.0,5709000000,1396000000.0,,2035000000,,-2204000000.0,31000000.0,2204000000.0,24348000000.0,430000000.0,,111000000.0,4267000000,519000000,2204000000.0,3714000000.0,3724000000.0,6471000000,6582000000.0,3748000000,DUK
2018-12-31,USD,12093000000,21663000000.0,9570000000,6831000000.0,4685000000,1626000000.0,,2828000000,,-2094000000.0,20000000.0,2094000000.0,23757000000.0,399000000.0,,4074000000.0,3114000000,448000000,2094000000.0,2647000000.0,2653000000.0,5208000000,9732000000.0,2666000000,DUK
2017-12-31,USD,10520000000,22783000000.0,12263000000,6350000000.0,5625000000,1542000000.0,,2358000000,,-128000000.0,1858000000.0,1986000000.0,,508000000.0,,7000000.0,4255000000,1196000000,128000000.0,3065000000.0,3085000000.0,6241000000,6248000000.0,3059000000,DUK
2016-12-31,USD,8418000000,20854000000.0,12436000000,6625000000.0,5202000000,1460000000.0,,2994000000,,-1916000000.0,21000000.0,1916000000.0,27000000.0,463000000.0,,6000000.0,3308000000,1156000000,1916000000.0,2571000000.0,2865000000.0,5224000000,5230000000.0,2152000000,DUK
2015-12-31,USD,8691000000,21884000000.0,13193000000,10806000000.0,5078000000,1638000000.0,,2339000000,,-1613000000.0,-86000000.0,1527000000.0,38000000.0,290000000.0,,4000000.0,4072000000,1256000000,1613000000.0,2645000000.0,2553000000.0,5599000000,5603000000.0,2816000000,DUK
2014-12-31,USD,8774000000,22339000000.0,13565000000,11285000000.0,4842000000,1737000000.0,,2247000000,,-1622000000.0,-93000000.0,1529000000.0,36000000.0,320000000.0,,6000000.0,3108000000,1225000000,1622000000.0,2533000000.0,1739000000.0,4637000000,4643000000.0,1883000000,DUK
2013-12-31,USD,8660000000,23018000000.0,14358000000,11738000000.0,4854000000,1620000000.0,,4103000000,,-1546000000.0,-3000000.0,1543000000.0,-34000000.0,262000000.0,,13000000.0,3870000000,1205000000,1546000000.0,2574000000.0,2572000000.0,5413000000,5426000000.0,2665000000,DUK
2012-12-31,USD,7473000000,19624000000.0,12151000000,9593000000.0,2911000000,1534000000.0,,3971000000,,-1242000000.0,2000000.0,1244000000.0,-176000000.0,397000000.0,,14000000.0,2391000000,623000000,1242000000.0,1593000000.0,1696000000.0,3635000000,3649000000.0,1768000000,DUK
2011-12-31,USD,6436000000,14529000000.0,8093000000,4797000000.0,2777000000,964000000.0,,4010000000,,-859000000.0,,859000000.0,147000000.0,376000000.0,,1806000000.0,2458000000,752000000,859000000.0,1705000000.0,1470000000.0,3317000000,5123000000.0,1706000000,DUK
2010-12-31,USD,5623000000,14272000000.0,8649000000,4544000000.0,2461000000,824000000.0,,4810000000,,-840000000.0,,840000000.0,135000000.0,370000000.0,,1786000000.0,2210000000,890000000,840000000.0,1317000000.0,1694000000.0,3050000000,4836000000.0,1320000000,DUK
2009-12-31,USD,6379000000,12731000000.0,6352000000,4011000000.0,2249000000,685000000.0,,3113000000,,-751000000.0,,751000000.0,-21000000.0,284000000.0,,1656000000.0,1833000000,758000000,751000000.0,1073000000.0,2532000000.0,2584000000,4240000000.0,1075000000,DUK
2023-12-31,USD,8904000000,58496000000.0,49592000000,24954000000.0,-27642000000,14771000000.0,10873000000.0,36324000000,1624000000.0,-2209000000.0,1624000000.0,2209000000.0,52890000000.0,835000000.0,,4700000000.0,1004000000,-1115000000,2209000000.0,2172000000.0,2462000000.0,3213000000,7913000000.0,2119000000,PFE
2022-12-31,USD,47907000000,100330000000.0,52423000000,34344000000.0,16368000000,13677000000.0,12381000000.0,31539000000,251000000.0,-1238000000.0,1824000000.0,1238000000.0,126000000.0,-217000000.0,,3600000000.0,34700000000,3328000000,1238000000.0,31401000000.0,28965000000.0,35938000000,39538000000.0,31372000000,PFE
2021-12-31,USD,34573000000,81288000000.0,45545000000,30821000000.0,3390000000,12703000000.0,13829000000.0,31183000000,36000000.0,-1291000000.0,560000000.0,1291000000.0,81368000000.0,4878000000.0,,3700000000.0,23831000000,1852000000,1291000000.0,22414000000.0,21393000000.0,25122000000,28822000000.0,21979000000,PFE
2020-12-31,USD,18171000000,41651000000.0,22352000000,8484000000.0,-5395000000,11597000000.0,9405000000.0,23566000000,73000000.0,-1449000000.0,538000000.0,1449000000.0,41932000000.0,-1213000000.0,,3400000000.0,9529000000,370000000,1449000000.0,6630000000.0,9639000000.0,10978000000,14378000000.0,9159000000,PFE
2019-12-31,USD,21948000000,50108000000.0,28160000000,8054000000.0,-5052000000,12726000000.0,8650000000.0,27000000000,226000000.0,-1574000000.0,-1000000.0,1573000000.0,51637000000.0,-3497000000.0,,4500000000.0,16609000000,583000000,1712000000.0,10708000000.0,15908000000.0,18182000000,22682000000.0,16026000000,PFE
2018-12-31,USD,22784000000,52356000000.0,29572000000,8987000000.0,-3920000000,12612000000.0,8006000000.0,26704000000,333000000.0,-1316000000.0,333000000.0,1316000000.0,53672000000.0,-2077000000.0,,161141.0,10887000000,-266000000,1319000000.0,3825000000.0,9198000000.0,12203000000,21412000000.0,11153000000,PFE
2017-12-31,USD,23926000000,50828000000.0,26902000000,11228000000.0,367000000,14804000000.0,7657000000.0,23507000000,391000000.0,-1270000000.0,391000000.0,1270000000.0,-947000000.0,-1416000000.0,,52516.0,12259000000,-9049000000,2269000000.0,21306000000.0,23023000000.0,13529000000,20237000000.0,21308000000,PFE
2016-12-31,USD,22021000000,52231000000.0,30210000000,12322000000.0,-3732000000,14844000000.0,7872000000.0,25753000000,470000000.0,-1186000000.0,470000000.0,1186000000.0,-312000000.0,-3794000000.0,,22816.0,8338000000,1123000000,1498000000.0,7198000000.0,5701000000.0,9524000000,19076000000.0,7215000000,PFE
2015-12-31,USD,17663000000,47768000000.0,30105000000,9648000000.0,-10484000000,14809000000.0,7690000000.0,28147000000,471000000.0,-1199000000.0,1597000000.0,1199000000.0,-806000000.0,-2860000000.0,,3800000000.0,8950000000,1990000000,1199000000.0,6949000000.0,4755000000.0,10149000000,13949000000.0,6960000000,PFE
2014-12-31,USD,20754000000,49247000000.0,28493000000,9577000000.0,-6555000000,14097000000.0,8393000000.0,27309000000,425000000.0,-1360000000.0,,1360000000.0,,-1009000000.0,,4100000000.0,12255000000,3120000000,1360000000.0,9087000000.0,5090000000.0,13615000000,17715000000.0,9135000000,PFE
2013-12-31,USD,20944000000,50893000000.0,29949000000,9586000000.0,-6044000000,14355000000.0,6678000000.0,28082000000,403000000.0,-1011000000.0,403000000.0,1414000000.0,320000000.0,532000000.0,,4800000000.0,26309000000,4306000000,1414000000.0,11380000000.0,24658000000.0,27723000000,32523000000.0,22003000000,PFE
2012-12-31,USD,22350000000,57553000000.0,35203000000,9821000000.0,-9870000000,15171000000.0,7870000000.0,33692000000,382000000.0,-1140000000.0,382000000.0,1522000000.0,52000000.0,-4022000000.0,,5400000000.0,16791000000,2221000000,1524000000.0,8993000000.0,12746000000.0,18313000000,23713000000.0,14570000000,PFE
2011-12-31,USD,23631000000,65824000000.0,42193000000,12500000000.0,-13008000000,17581000000.0,9112000000.0,38319000000,,-1225000000.0,456000000.0,1681000000.0,1000000.0,-139000000.0,,5585000000.0,13630000000,3621000000,1681000000.0,7820000000.0,9320000000.0,15311000000,20896000000.0,10009000000,PFE
2010-12-31,USD,21035000000,66010000000.0,44975000000,14788000000.0,-16937000000,18973000000.0,9538000000.0,39771000000,,-1799000000.0,-2000000.0,1797000000.0,262000000.0,147000000.0,,5404000000.0,9410000000,1153000000,1799000000.0,8287000000.0,4265000000.0,11207000000,16611000000.0,8257000000,PFE
2009-12-31,USD,23369000000,50009000000.0,26640000000,8459000000.0,-2296000000,14752000000.0,7913000000.0,25665000000,,-1233000000.0,-1000000.0,1232000000.0,188000000.0,-62000000.0,,2877000000.0,10780000000,2145000000,1233000000.0,8521000000.0,22405000000.0,12012000000,14889000000.0,8635000000,PFE
2024-02-02,USD,20869000000,88425000000.0,67556000000,854000000.0,5211000000,12857000000.0,2801000000.0,15658000000,305000000.0,-1501000000.0,305000000.0,1501000000.0,-166000000.0,-44000000.0,2000000000.0,800000000.0,3903000000,692000000,1433000000.0,3211000000.0,3412000000.0,5404000000,6204000000.0,3211000000,DELL
2023-02-03,USD,22686000000,102301000000.0,79615000000,727000000.0,5771000000,14136000000.0,2779000000.0,16915000000,100000000.0,-1222000000.0,2546000000.0,1222000000.0,-389000000.0,-59000000.0,1800000000.0,1000000000.0,3245000000,803000000,1222000000.0,2442000000.0,1872000000.0,4467000000,5467000000.0,2442000000,DELL
2022-01-28,USD,21891000000,101197000000.0,79306000000,583000000.0,4659000000,14655000000.0,2577000000.0,17232000000,42000000.0,-1542000000.0,1264000000.0,1542000000.0,-654000000.0,20000000.0,1600000000.0,1600000000.0,6544000000,981000000,1542000000.0,4948000000.0,5438000000.0,8086000000,9686000000.0,5563000000,DELL
2021-01-29,USD,20140000000,86670000000.0,66530000000,578000000.0,3685000000,14000000000.0,2455000000.0,16455000000,54000000.0,-2389000000.0,-337000000.0,2052000000.0,-65000000.0,101000000.0,1300000000.0,3400000000.0,3351000000,101000000,2389000000.0,3505000000.0,3645000000.0,5403000000,8803000000.0,3250000000,DELL
2020-01-31,USD,20639000000,84815000000.0,64176000000,582000000.0,2366000000,15819000000.0,2454000000.0,18273000000,160000000.0,-2675000000.0,-341000000.0,2334000000.0,-308200000.0,-62000000.0,1100000000.0,4400000000.0,4044000000,-572000000,2641200000.0,5496000000.0,4374000000.0,6378000000,10778000000.0,4616000000,DELL
2019-02-01,USD,25053000000,90621000000.0,65568000000,65568000000.0,-191000000,20640000000.0,4604000000.0,25244000000,313000000.0,-2488000000.0,313000000.0,2488000000.0,-281000000.0,-131000000.0,1300000000.0,6100000000.0,-2490000000,-180000000,2488000000.0,-2310000000.0,-2849000000.0,-2000000,6098000000.0,-2310000000,DELL
2018-02-02,USD,20537000000,79040000000.0,58503000000,58606000000.0,-2416000000,18569000000.0,4384000000.0,22953000000,207000000.0,-2406000000.0,207000000.0,2406000000.0,-113000000.0,-113000000.0,1500000000.0,7000000000.0,-4692000000,-1843000000,2406000000.0,-2849000000.0,-2124000000.0,-2286000000,4714000000.0,-2849000000,DELL
2017-02-03,USD,13649000000,62164000000.0,48515000000,48683000000.0,-2390000000,13403000000.0,2636000000.0,16039000000,102000000.0,-1751000000.0,1710000000.0,1751000000.0,-414000000.0,-45000000.0,1200000000.0,3700000000.0,-2587000000,-1420000000,2088000000.0,-3083000000.0,-1438000000.0,-836000000,2864000000.0,-1167000000,DELL
2023-12-31,USD,9689000000,11281000000.0,1592000000,1213000000.0,4900000000,379000000.0,,229000000,,-912000000.0,43000000.0,912000000.0,8733000000.0,,,1213000000.0,3939000000,11000000,912000000.0,3966000000.0,3932000000.0,4900000000,6113000000.0,3928000000,MPLX
2022-12-31,USD,10048000000,11613000000.0,1565000000,1230000000.0,4911000000,335000000.0,,307000000,,-1007000000.0,4000000.0,1007000000.0,8924000000.0,,,1230000000.0,3952000000,8000000,1007000000.0,3978000000.0,3953000000.0,4911000000,5665000000.0,3944000000,MPLX
2021-12-31,USD,8345000000,10027000000.0,1682000000,1287000000.0,3992000000,353000000.0,,382000000,,-869000000.0,,869000000.0,8021000000.0,-86000000.0,,1287000000.0,3078000000,1000000,869000000.0,3992000000.0,3075000000.0,3992000000,5000000000.0,3077000000,MPLX
2020-12-31,USD,3551000000,7569000000.0,4018000000,1377000000.0,211000000,378000000.0,,4022000000,,-930000000.0,,930000000.0,6896000000.0,-62000000.0,1377000000.0,1377000000.0,-718000000,2000000,930000000.0,211000000.0,-720000000.0,211000000,4726000000.0,-720000000,MPLX
2019-12-31,USD,7434000000,9041000000.0,1607000000,1254000000.0,5847000000,388000000.0,,1581000000,,-945000000.0,862000000.0,945000000.0,7041000000.0,-53000000.0,1254000000.0,5000000.0,1033000000,0,945000000.0,2377000000.0,1034000000.0,1978000000,1983000000.0,1033000000,MPLX
2018-12-31,USD,6095000000,7005000000.0,330000000,3559000000.0,5765000000,291000000.0,,332000000,,-626000000.0,595000000.0,626000000.0,5351000000.0,-119000000.0,867000000.0,38000000.0,1826000000,8000000,626000000.0,2728000000.0,1816000000.0,2452000000,2490000000.0,1818000000,MPLX
2017-12-31,USD,2446000000,3867000000.0,1421000000,1179000000.0,2204000000,241000000.0,,242000000,,-381000000.0,2000000.0,381000000.0,253000000.0,-56000000.0,683000000.0,38000000.0,795000000,1000000,381000000.0,1191000000.0,794000000.0,1176000000,1214000000.0,794000000,MPLX
2016-12-31,USD,1464000000,3029000000.0,1126000000,802000000.0,1140000000,193000000.0,,323000000,,-284000000.0,211000000.0,284000000.0,258000000.0,-50000000.0,591000000.0,546000000.0,221000000,-12000000,284000000.0,683000000.0,233000000.0,505000000,586000000.0,233000000,MPLX
2015-12-31,USD,407000000,1101000000.0,296000000,192000000.0,303000000,104000000.0,,105000000,,-40000000.0,35000000.0,40000000.0,15000000.0,-12000000.0,129000000.0,89000000.0,157000000,1000000,40000000.0,381000000.0,156000000.0,197000000,194000000.0,156000000,MPLX
2014-12-31,USD,337000000,793000000.0,211300000,145300000.0,272200000,64800000.0,,64800000,,-4100000.0,,4100000.0,0.0,-1000000.0,75000000.0,50200000.0,122000000,1000000,5300000.0,245000000.0,-56800000.0,126100000,233500000.0,121000000,MPLX
2013-12-31,USD,272100000,486000000.0,190800000,135900000.0,-62800000,53700000.0,,53900000,,-200000.0,,200000.0,0.0,-1000000.0,49000000.0,48900000.0,78000000,0,1100000.0,147000000.0,77900000.0,78200000,195900000.0,78000000,MPLX
2012-12-31,USD,184600000,442200000.0,257600000,257600000.0,143200000,49800000.0,,41100000,,,,200000.0,,-500000.0,,39400000.0,144300000,300000,,144000000.0,26300000.0,144800000,184200000.0,13100000,MPLX
2023-12-31,USD,6274000000,31949000000.0,25675000000,25675000000.0,1117000000,74400000.0,0.04,672400000,,-149000000.0,-142000000.0,7000000.0,31431000000.0,61000000.0,,622000000.0,1236000000,250000000,7000000.0,1027000000.0,1045000000.0,1117000000,1865000000.0,986000000,CBRE
2022-12-31,USD,6588758000,30828000000.0,24239000000,24239488000.0,1512000000,85100000.0,0.05,915543000,,-69000000.0,-60324000.0,8675000.0,30211930000.0,-12000000.0,,613000000.0,1641600000,234000000,10535000.0,1423960000.0,1066000000.0,1511915000,2263363000.0,1407000000,CBRE
2021-12-31,USD,6166529000,27746036000.0,21579507000,21579507000.0,1637467000,68900000.0,0.09,520883000,,-50352000.0,-42037000.0,8315000.0,27030291000.0,203609000.0,,525871000.0,2404080000,567506000,8315000.0,1841915000.0,1725641000.0,1637467000,2938266000.0,1836574000,CBRE
2020-12-31,USD,4778575000,23826195000.0,19047620000,19047620000.0,969759000,57200000.0,0.04,395746000,,-67753000.0,14952000.0,82705000.0,23169754000.0,17394000.0,,501728000.0,966090000,214101000,158297000.0,755868000.0,902011000.0,969759000,1550523000.0,751989000,CBRE
2019-12-31,USD,5205078000,23894091000.0,18689013000,18689013000.0,1259875000,76100000.0,,367551000,,-85754000.0,-77092000.0,8662000.0,23335480000.0,28907000.0,,439224000.0,1352252000,69895000,11270000.0,1291450000.0,1320878000.0,1259875000,1800138000.0,1282357000,CBRE
2018-12-31,USD,4890876000,21340088000.0,16449212000,16449212000.0,1087989000,291299000.0,,3365773000,8585000.0,-98685000.0,8585000.0,107270000.0,20686957000.0,93020000.0,,451988000.0,1376277000,313058000,135252000.0,1065948000.0,897364000.0,1483547000,1935535000.0,1063219000,CBRE
2017-12-31,USD,4323688000,18628787000.0,14305099000,14305099000.0,1078682000,273230000.0,,2858720000,9853000.0,-126961000.0,9853000.0,136814000.0,210142000.0,9405000.0,,406114000.0,1164866000,467757000,136814000.0,697946000.0,936049000.0,1301680000,1707794000.0,697109000,CBRE
2016-12-31,USD,17290652000,17369108000.0,78456000,13420911000.0,816831000,292263000.0,,2780301000,8051000.0,-144851000.0,8051000.0,144851000.0,111400000.0,4688000.0,,366927000.0,869979000,296900000,144851000.0,584064000.0,267400000.0,1014830000,1381757000.0,573079000,CBRE
2015-12-31,USD,10815371000,10855810000.0,40439000,7082932000.0,835944000,261292000.0,,2633609000,6311000.0,-118880000.0,6311000.0,118880000.0,84615000.0,-3809000.0,,314096000.0,867985000,320853000,121565000.0,547132000.0,385477000.0,986865000,1300961000.0,547132000,CBRE
2014-12-31,USD,2826288000,9049918000.0,6223630000,5611262000.0,792254000,298355000.0,,2438960000,6233000.0,-112035000.0,6233000.0,112035000.0,159159000.0,12183000.0,,265101000.0,748262000,263759000,112035000.0,484503000.0,306606000.0,860297000,1125398000.0,484503000,CBRE
2013-12-31,USD,2657486000,7184794000.0,4527308000,4189389000.0,616128000,49400000.0,,2104310000,6289000.0,-135082000.0,,135082000.0,119703000.0,13523000.0,,190390000.0,503725000,187187000,135082000.0,314229000.0,335459000.0,638807000,829197000.0,316538000,CBRE
2012-12-31,USD,2482359000,6514099000.0,4031740000,3742514000.0,585081000,43700000.0,,2002914000,7643000.0,-175068000.0,,175068000.0,158494000.0,11093000.0,,169645000.0,500877000,185322000,175068000.0,313853000.0,308950000.0,675945000,845590000.0,315555000,CBRE
2011-12-31,USD,2280175000,5905411000.0,3625236000,3457130000.0,462862000,42500000.0,,1882666000,9443000.0,-150249000.0,,150249000.0,115615000.0,2706000.0,,115719000.0,428265000,189103000,150249000.0,233517000.0,175325000.0,578514000,694233000.0,239162000,CBRE
2010-12-31,USD,2019618000,5115316000.0,3095698000,2960170000.0,446379000,37500000.0,,324044000,8416000.0,-191151000.0,,191151000.0,7296000.0,34977000.0,,108381000.0,330713000,130368000,191151000.0,191466000.0,220820000.0,521864000,630245000.0,200345000,CBRE
2024-06-30,USD,17548000000,84039000000.0,66491000000,40848000000.0,18545000000,23305000000.0,2000000000.0,27428000000,473000000.0,-452000000.0,473000000.0,925000000.0,,668000000.0,,338000000.0,18666000000,3787000000,925000000.0,14974000000.0,15199000000.0,18545000000,18883000000.0,14879000000,PG
2023-06-30,USD,17478000000,82006000000.0,64528000000,42760000000.0,18134000000,21112000000.0,2000000000.0,23728000000,307000000.0,-756000000.0,307000000.0,756000000.0,0.0,668000000.0,,327000000.0,18268000000,3615000000,756000000.0,14738000000.0,14622000000.0,19024000000,19351000000.0,14653000000,PG
2022-06-30,USD,17248000000,80187000000.0,62939000000,42157000000.0,17813000000,20217000000.0,2000000000.0,22697000000,51000000.0,-439000000.0,51000000.0,439000000.0,0.0,570000000.0,,312000000.0,17944000000,3202000000,439000000.0,14793000000.0,16297000000.0,18383000000,18695000000.0,14742000000,PG
2021-06-30,USD,17338000000,76118000000.0,58780000000,37108000000.0,17986000000,21024000000.0,1900000000.0,23556000000,45000000.0,-502000000.0,45000000.0,502000000.0,-496000000.0,86000000.0,,318000000.0,17569000000,3263000000,1014000000.0,14352000000.0,16727000000.0,18071000000,18389000000.0,14306000000,PG
2020-06-30,USD,14564000000,70950000000.0,56386000000,35250000000.0,15706000000,19994000000.0,1800000000.0,22943000000,155000000.0,-465000000.0,310000000.0,465000000.0,-7000000.0,438000000.0,,360000000.0,15758000000,2731000000,465000000.0,13103000000.0,11798000000.0,16223000000,16583000000.0,13027000000,PG
2019-06-30,USD,4384000000,67684000000.0,63300000000,34768000000.0,5487000000,19084000000.0,1900000000.0,29754000000,220000000.0,-509000000.0,220000000.0,509000000.0,678000000.0,871000000.0,,349000000.0,6000000000,2103000000,509000000.0,3966000000.0,4036000000.0,6509000000,6858000000.0,3897000000,PG
2018-06-30,USD,11663000000,66832000000.0,54493000000,34432000000.0,13363000000,19037000000.0,1900000000.0,21949000000,247000000.0,-506000000.0,247000000.0,506000000.0,-170000000.0,222000000.0,,302000000.0,13215000000,3465000000,852000000.0,9861000000.0,9633000000.0,13721000000,14023000000.0,9750000000,PG
2017-06-30,USD,17358000000,65058000000.0,52182000000,32638000000.0,13766000000,18654000000.0,1900000000.0,16057000000,171000000.0,-465000000.0,171000000.0,465000000.0,4947000000.0,-215000000.0,,325000000.0,18389000000,3063000000,1008000000.0,10194000000.0,16601000000.0,18854000000,19179000000.0,15326000000,PG
2016-06-30,USD,11538000000,64761000000.0,53223000000,32909000000.0,13441000000,18949000000.0,1900000000.0,22173000000,182000000.0,-579000000.0,397000000.0,579000000.0,41000000.0,325000000.0,,388000000.0,13850000000,3342000000,579000000.0,10027000000.0,7381000000.0,14429000000,14817000000.0,10508000000,PG
2015-06-30,USD,14497000000,76419000000.0,61922000000,38876000000.0,11049000000,20616000000.0,2000000000.0,24280000000,151000000.0,-626000000.0,477000000.0,626000000.0,766000000.0,440000000.0,,457000000.0,9761000000,2725000000,626000000.0,8930000000.0,1918000000.0,10387000000,10844000000.0,7036000000,PG
2014-06-30,USD,-39694000000,29400000000.0,69094000000,42460000000.0,13910000000,21461000000.0,1900000000.0,28480000000,100000000.0,-709000000.0,,709000000.0,154000000.0,209000000.0,,514000000.0,14494000000,2851000000,709000000.0,11565000000.0,11472000000.0,15203000000,15717000000.0,11643000000,PG
2013-06-30,USD,13813000000,29200000000.0,70603000000,42428000000.0,13817000000,26000000000.0,1900000000.0,29926000000,87000000.0,-667000000.0,,667000000.0,916000000.0,941000000.0,,528000000.0,14538000000,3226000000,667000000.0,11211000000.0,13142000000.0,15205000000,15733000000.0,11312000000,PG
2012-06-30,USD,15763000000,28400000000.0,69254000000,42391000000.0,13035000000,25984000000.0,2000000000.0,25526000000,77000000.0,-769000000.0,,769000000.0,2106000000.0,185000000.0,,500000000.0,14134000000,3378000000,769000000.0,9002000000.0,3501000000.0,14903000000,15403000000.0,10756000000,PG
2011-06-30,USD,14441000000,81728000000.0,67287000000,40768000000.0,15495000000,25750000000.0,2000000000.0,27350000000,62000000.0,-831000000.0,,831000000.0,203000000.0,271000000.0,,546000000.0,15096000000,3299000000,831000000.0,11568000000.0,17552000000.0,15927000000,16473000000.0,11797000000,PG
