fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2023-09-30,USD,169148000000,379352000000.0,239069000000,214137000000.0,114301000000,24932000000.0,29915000000.0,54847000000,3750000000.0,-3933000000.0,3750000000.0,3933000000.0,383285000000.0,-382000000.0,8500000000.0,11519000000.0,113736000000,16741000000,3933000000.0,96995000000.0,96652000000.0,117669000000,125820000000.0,96995000000,AAPL
2022-09-30,USD,170782000000,391397000000.0,248640000000,223546000000.0,119437000000,25094000000.0,26251000000.0,51345000000,2825000000.0,-2931000000.0,106000000.0,2931000000.0,394328000000.0,-228000000.0,8700000000.0,11104000000.0,119103000000,19300000000,2931000000.0,99803000000.0,88531000000.0,122034000000,130541000000.0,99803000000,AAPL
2021-09-30,USD,152836000000,363172000000.0,234954000000,212981000000.0,108949000000,21973000000.0,21914000000.0,43887000000,2843000000.0,-2645000000.0,2843000000.0,2645000000.0,365817000000.0,60000000.0,9500000000.0,11284000000.0,109207000000,14527000000,2645000000.0,94680000000.0,95249000000.0,111852000000,120233000000.0,94680000000,AAPL
2020-09-30,USD,104956000000,271642000000.0,189475000000,169559000000.0,66288000000,19916000000.0,18752000000.0,38668000000,3763000000.0,-2873000000.0,3763000000.0,2873000000.0,274515000000.0,-87000000.0,9700000000.0,11056000000.0,67091000000,9680000000,2873000000.0,57411000000.0,57453000000.0,69964000000,77344000000.0,57411000000,AAPL
2019-09-30,USD,98392000000,256598000000.0,180027000000,161782000000.0,63930000000,18245000000.0,16217000000.0,34462000000,4961000000.0,-3576000000.0,4961000000.0,3576000000.0,260174000000.0,422000000.0,11300000000.0,11300000000.0,65737000000,10481000000,3576000000.0,55256000000.0,58037000000.0,69313000000,76477000000.0,55256000000,AAPL
2018-09-30,USD,101839000000,265595000000.0,163756000000,163756000000.0,70898000000,16705000000.0,14236000000.0,30941000000,5686000000.0,-3240000000.0,5686000000.0,3240000000.0,265595000000.0,-441000000.0,9300000000.0,9300000000.0,72903000000,13372000000,3240000000.0,59531000000.0,56505000000.0,76143000000,81801000000.0,59531000000,AAPL
2017-09-30,USD,88186000000,229234000000.0,141048000000,141048000000.0,61344000000,15261000000.0,11581000000.0,26842000000,5201000000.0,-2323000000.0,5201000000.0,2323000000.0,229234000000.0,-133000000.0,8200000000.0,1200000000.0,64089000000,15738000000,2323000000.0,48351000000.0,47567000000.0,66412000000,67612000000.0,48351000000,AAPL
2016-09-30,USD,84263000000,215639000000.0,131376000000,131376000000.0,60024000000,14194000000.0,10045000000.0,24239000000,3999000000.0,-1456000000.0,3999000000.0,1456000000.0,,-1195000000.0,8300000000.0,8300000000.0,61372000000,15685000000,1456000000.0,45687000000.0,46666000000.0,62828000000,71128000000.0,45687000000,AAPL
2015-09-30,USD,93626000000,232982000000.0,163618000000,140089000000.0,71230000000,14329000000.0,8067000000.0,22396000000,2921000000.0,-733000000.0,,733000000.0,,-903000000.0,,9200000000.0,72515000000,19121000000,733000000.0,53394000000.0,51967000000.0,73248000000,82448000000.0,53394000000,AAPL
2014-09-30,USD,70537000000,182411000000.0,131151000000,112258000000.0,52503000000,11993000000.0,6041000000.0,18034000000,1795000000.0,-384000000.0,,384000000.0,,-431000000.0,,6900000000.0,53483000000,13973000000,384000000.0,39510000000.0,41063000000.0,53867000000,60767000000.0,39510000000,AAPL
2013-09-30,USD,64304000000,170774000000.0,123236000000,106606000000.0,48999000000,10830000000.0,4475000000.0,15305000000,1616000000.0,-136000000.0,,136000000.0,,-324000000.0,,5800000000.0,50155000000,13118000000,136000000.0,37037000000.0,36067000000.0,50291000000,56091000000.0,37037000000,AAPL
2012-09-30,USD,68662000000,156508000000.0,100486000000,87846000000.0,55241000000,10040000000.0,3381000000.0,13421000000,1088000000.0,0.0,,0.0,,-566000000.0,,2600000000.0,55763000000,14030000000,0.0,41733000000.0,41789000000.0,55763000000,58363000000.0,41733000000,AAPL
2011-09-30,USD,43818000000,108249000000.0,73630000000,64431000000.0,33790000000,7599000000.0,2429000000.0,10028000000,519000000.0,0.0,,0.0,,-104000000.0,,1600000000.0,34205000000,8283000000,0.0,25922000000.0,26411000000.0,34205000000,35805000000.0,25922000000,AAPL
2010-09-30,USD,25684000000,65225000000.0,45873000000,39541000000.0,18385000000,5517000000.0,1782000000.0,7299000000,,,,155000000.0,,155000000.0,,815000000.0,18540000000,4527000000,,14013000000.0,13890000000.0,18385000000,19200000000.0,14013000000,AAPL
2009-09-30,USD,17222000000,42905000000.0,29832000000,25683000000.0,11740000000,4149000000.0,1333000000.0,5482000000,,,,326000000.0,,326000000.0,,606000000.0,12066000000,3831000000,,8235000000.0,8321000000.0,11740000000,12346000000.0,8235000000,AAPL
2023-12-31,USD,4871000000,9558700000.0,4687700000,5576300000.0,4192300000,127200000.0,,216400000,86600000.0,-326700000.0,83600000.0,326700000.0,9885400000.0,3600000.0,,7900000.0,3944100000,1518900000,326700000.0,2434700000.0,2426200000.0,4192300000,4278700000.0,2425200000,SCCO
2022-12-31,USD,5018900000,9668000000.0,4649100000,5445400000.0,4435800000,125000000.0,,202400000,35000000.0,-340100000.0,35000000.0,340100000.0,10006000000.0,117100000.0,,7300000.0,4234600000,1596100000,340100000.0,2648000000.0,2638900000.0,4435800000,4582000000.0,2638500000,SCCO
2021-12-31,USD,6710400000,10604800000.0,3894400000,4700400000.0,6065100000,125200000.0,,200800000,7200000.0,-357100000.0,7200000.0,357100000.0,10959900000.0,-18400000.0,,8700000.0,5696300000,2299200000,357100000.0,3411200000.0,3396000000.0,6065100000,6062100000.0,3397100000,SCCO
2020-12-31,USD,3689500000,7619300000.0,3929800000,4705400000.0,3120700000,126200000.0,,182600000,19200000.0,-366600000.0,19200000.0,366600000.0,7984000000.0,-27500000.0,,9200000.0,2744800000,1174400000,366600000.0,1577800000.0,1572100000.0,3120700000,3120600000.0,1570400000,SCCO
2019-12-31,USD,2914800000,6521200000.0,3606400000,4370800000.0,2753000000,131800000.0,,179800000,21200000.0,-340700000.0,21200000.0,340700000.0,7267700000.0,-7000000.0,,4500000.0,2431100000,945300000,340700000.0,1491900000.0,1478100000.0,2753000000,2776300000.0,1485800000,SCCO
2018-12-31,USD,3013400000,6422400000.0,3409000000,4083300000.0,2881200000,102600000.0,,149000000,16000000.0,-277100000.0,16000000.0,277100000.0,7079400000.0,-30700000.0,,5400000.0,2596500000,1053500000,277100000.0,1548200000.0,1540100000.0,2881200000,2879000000.0,1543000000,SCCO
2017-12-31,USD,2730600000,6654500000.0,3252800000,28800000.0,2618900000,93100000.0,28800000.0,106700000,5500000.0,-306000000.0,5500000.0,306000000.0,-24900000.0,-15700000.0,,5900000.0,2321900000,1593400000,306000000.0,732400000.0,731400000.0,2618900000,2633800000.0,728500000,SCCO
2016-12-31,USD,1698600000,5379800000.0,3034100000,40100000.0,1564200000,94300000.0,40100000.0,126300000,7100000.0,-290700000.0,7100000.0,290700000.0,8900000.0,-24600000.0,,8000000.0,1277600000,501100000,290700000.0,778800000.0,773000000.0,1564200000,1576300000.0,776500000,SCCO
2015-12-31,USD,1607600000,5045900000.0,2927600000,48800000.0,1414400000,99400000.0,48800000.0,164900000,10900000.0,-199900000.0,134100000.0,334000000.0,2200000.0,-25300000.0,,7100000.0,1201300000,464900000,334000000.0,724300000.0,732700000.0,1414400000,1542400000.0,736400000,SCCO
2014-12-31,USD,2502200000,5787700000.0,2840500000,74618000.0,2232700000,103400000.0,74618000.0,209762000,15283000.0,-123300000.0,141978000.0,265278000.0,53967000.0,-40800000.0,,1900000.0,2087573000,754600000,265278000.0,1314077000.0,1331600000.0,2232700000,2354751000.0,1332973000,SCCO
2013-12-31,USD,2685600000,5952900000.0,2871300000,50983000.0,2532100000,102500000.0,50983000.0,380837000,19985000.0,-176600000.0,88951000.0,265551000.0,-13089000.0,17100000.0,,4300000.0,2387817000,769300000,265551000.0,1603276000.0,1620700000.0,2532100000,2657668000.0,1618517000,SCCO
2012-12-31,USD,3574300000,6669300000.0,2769233000,47877000.0,3108883000,101297000.0,47877000.0,415486000,15231000.0,-157200000.0,-155900000.0,1300000.0,-4050000.0,21833000.0,,1300000.0,3015504000,1080872000,1300000.0,1892670000.0,1925790000.0,3108883000,3018104000.0,1934632000,SCCO
2011-12-31,USD,3767400000,6818700000.0,2763152000,37535000.0,3625423000,104473000.0,37535000.0,102572000,13797000.0,-172800000.0,-172300000.0,500000.0,7311000.0,-4043000.0,,500000.0,3440759000,1104335000,500000.0,2344353000.0,2475721000.0,3625423000,3441759000.0,2336424000,SCCO
2010-12-31,USD,2738900000,5149500000.0,2128999000,34313000.0,2604204000,100287000.0,34313000.0,100478000,7800000.0,-152700000.0,-152300000.0,400000.0,,-20737000.0,,400000.0,2422122000,868071000,400000.0,1562709000.0,1440689000.0,2604204000,2422922000.0,1554051000,SCCO
2009-12-31,USD,1868472000,3734300000.0,1865828000,24578000.0,1485148000,85168000.0,24578000.0,84471000,6610000.0,-90900000.0,-90400000.0,500000.0,4236000.0,6077000.0,,500000.0,1399242000,469861000,500000.0,934573000.0,939797000.0,1485148000,1400242000.0,929381000,SCCO
2023-12-31,USD,52971000000,77477000000.0,24506000000,317000000.0,14266000000,21311000000.0,,24189000000,,-183000000.0,,183000000.0,78558000000.0,68000000.0,12000000000.0,1572000000.0,10999000000,2682000000,183000000.0,8317000000.0,8399000000.0,14266000000,12754000000.0,8317000000,TMUS
2022-12-31,USD,51927000000,78416000000.0,26489000000,185000000.0,6543000000,21607000000.0,,26304000000,,-129000000.0,,129000000.0,79571000000.0,-33000000.0,12700000000.0,1933000000.0,3146000000,556000000,129000000.0,2590000000.0,2909000000.0,6543000000,5208000000.0,2590000000,TMUS
2021-12-31,USD,52620000000,75841000000.0,23221000000,216000000.0,6892000000,20238000000.0,,23005000000,,-3641000000.0,,3641000000.0,79934000000.0,-199000000.0,15200000000.0,2038000000.0,3351000000,327000000,3825000000.0,3024000000.0,3240000000.0,6892000000,9030000000.0,3024000000,TMUS
2020-12-31,USD,40964000000,64173000000.0,23209000000,267000000.0,6636000000,18926000000.0,,22942000000,,-3251000000.0,,3251000000.0,68026000000.0,-405000000.0,13100000000.0,1881000000.0,3850000000,786000000,3622000000.0,2744000000.0,2351000000.0,6636000000,8982000000.0,3064000000,TMUS
2019-12-31,USD,27806000000,42982000000.0,15176000000,93000000.0,5722000000,14139000000.0,,15083000000,,-1690000000.0,,1690000000.0,44979000000.0,-8000000.0,6500000000.0,605000000.0,4603000000,1135000000,1709000000.0,3468000000.0,2932000000.0,5722000000,6898000000.0,3468000000,TMUS
2018-12-31,USD,28283000000,42056000000.0,13773000000,161000000.0,5309000000,13161000000.0,,13612000000,,-835000000.0,,835000000.0,43188000000.0,-54000000.0,6400000000.0,124000000.0,3917000000,1029000000,957000000.0,2888000000.0,2556000000.0,4752000000,4876000000.0,2888000000,TMUS
2017-12-31,USD,9801000000,40604000000.0,30803000000,17966000000.0,4888000000,12259000000.0,,12602000000,,-1111000000.0,,1111000000.0,40518000000.0,-73000000.0,5800000000.0,163000000.0,3161000000,-1375000000,1111000000.0,4536000000.0,4543000000.0,4272000000,4435000000.0,4536000000,TMUS
2016-12-31,USD,8557000000,37490000000.0,28685000000,16959000000.0,4050000000,11378000000.0,,11368000000,,-1418000000.0,,1418000000.0,37490000000.0,-6000000.0,6000000000.0,220000000.0,2327000000,867000000,1418000000.0,1460000000.0,1462000000.0,3745000000,3965000000.0,1460000000,TMUS
2015-12-31,USD,5963000000,32467000000.0,26090000000,15232000000.0,2479000000,10189000000.0,,11242000000,,-1085000000.0,,1085000000.0,,-11000000.0,4400000000.0,276000000.0,978000000,245000000,1085000000.0,733000000.0,731000000.0,2063000000,2339000000.0,733000000,TMUS
2014-12-31,USD,4291000000,29564000000.0,25273000000,15758000000.0,1416000000,8863000000.0,,9119000000,,-1073000000.0,,1073000000.0,,-11000000.0,4100000000.0,333000000.0,413000000,166000000,1073000000.0,247000000.0,245000000.0,1486000000,1819000000.0,247000000,TMUS
2013-12-31,USD,3989000000,24420000000.0,20431000000,12617000000.0,996000000,7382000000.0,,11522000000,,-545000000.0,,545000000.0,,89000000.0,3400000000.0,255000000.0,51000000,16000000,545000000.0,35000000.0,-3000000.0,596000000,851000000.0,35000000,TMUS
2012-12-31,USD,585305000,19719000000.0,4231435000,2930051000.0,-6397000000,6796000000.0,,1323609000,1603000.0,-275494000.0,-275494000.0,0.0,-9044000.0,-5000000.0,3200000000.0,27000000.0,-6986000000,350000000,275494000.0,394172000.0,-7267000000.0,-6986000000,-6959000000.0,-7336000000,TMUS
2011-12-31,USD,468086000,20618000000.0,4105068000,2913431000.0,-4279000000,6728000000.0,,1282629000,2028000.0,-261073000.0,-261073000.0,0.0,-13155000.0,-10000000.0,2900000000.0,51000000.0,-4934000000,-216000000,270609000.0,301310000.0,-4707000000.0,-4934000000,-4883000000.0,-4718000000,TMUS
2010-12-31,USD,1126755000,4069353000.0,2942598000,2317875000.0,718898000,621660000.0,,992664000,1954000.0,-263125000.0,,263125000.0,-143626000.0,-1807000.0,,,312294000,118879000,406751000.0,193415000.0,203340000.0,575419000,,193415000,TMUS
2023-12-31,USD,760000000,12346000000.0,11586000000,7775000000.0,2878000000,1792000000.0,,3823000000,,-1402000000.0,45955000.0,1402000000.0,13736000000.0,-8000000.0,,1455000000.0,1703000000,6000000,1523000000.0,1898000000.0,1667000000.0,3105000000,4560000000.0,1697000000,RCL
2022-12-31,USD,-2209055000,7385241000.0,9594296000,6616000000.0,-766000000,1583000000.0,,2989618000,,-1364162000.0,-162000.0,1364000000.0,8739745000.0,-119000000.0,,1407000000.0,-2177538000,4000000,1457972000.0,-2077691000.0,-2089000000.0,-763976000,593313000.0,-2156000000,RCL
2021-12-31,USD,-5263924000,100364000.0,5364288000,2657512000.0,-3870334000,1370076000.0,,2662954000,,-1274980000.0,16773000.0,1291753000.0,1419166000.0,20284000.0,,1292878000.0,-5303478000,-42979000,1430512000.0,-5352989000.0,-5232043000.0,-3870334000,-2718847000.0,-5260499000,RCL
2020-12-31,USD,-5605312000,1037506000.0,6642818000,2765108000.0,-4601557000,1199620000.0,,3759626000,,-823202000.0,21036000.0,844238000.0,2047836000.0,-137085000.0,,1279254000.0,-5806253000,-8791000,885347000.0,-5979625000.0,-5739090000.0,-4601557000,-3682761000.0,-5797462000,RCL
2019-12-31,USD,1684638000,10564598000.0,8879960000,6062765000.0,2082701000,1559253000.0,,2817195000,,-381568000.0,26945000.0,408513000.0,10946166000.0,-24513000.0,,1245942000.0,1886632000,7745000,414839000.0,2130835000.0,1708908000.0,2082701000,3541087000.0,1878887000,RCL
2018-12-31,USD,1592204000,9224903000.0,7632699000,5262207000.0,1894801000,1303144000.0,,2348698000,,-300872000.0,32800000.0,333672000.0,9525775000.0,11107000.0,,1033697000.0,1808363000,-2679000,333672000.0,2029227000.0,1517573000.0,1894801000,3175732000.0,1811042000,RCL
2017-12-31,USD,3881266000,8777845000.0,4896579000,4896579000.0,1744056000,1186016000.0,,3117200000,,-269881000.0,30101000.0,299982000.0,16121000.0,-5289000.0,,951194000.0,1626863000,1730000,299982000.0,1779650000.0,2207352000.0,1744056000,2878039000.0,1625133000,RCL
2016-12-31,USD,3480862000,8496401000.0,5015539000,5015539000.0,1477205000,1108742000.0,,3085269000,,-307370000.0,20856000.0,307370000.0,-12229000.0,-35653000.0,,894915000.0,1285996000,2608000,307370000.0,1409130000.0,1695337000.0,1477205000,2488281000.0,1283388000,RCL
2015-12-31,USD,3199681000,8299074000.0,5099393000,2137585000.0,874902000,1086504000.0,,3332705000,,-277725000.0,318567000.0,277725000.0,-21064000.0,-24445000.0,,827008000.0,655782000,-10001000,277725000.0,756784000.0,234344000.0,874902000,1760515000.0,665783000,RCL
2014-12-31,USD,2767574000,8073855000.0,5306281000,2273162000.0,941859000,1048952000.0,,2920700000,,-258299000.0,,258299000.0,-18487000.0,18602000.0,,772445000.0,719709000,-44437000,258299000.0,808583000.0,-138519000.0,941859000,1750453000.0,764146000,RCL
2013-12-31,USD,2654624000,7959894000.0,5305270000,2235804000.0,798148000,1044819000.0,,3366870000,,-332422000.0,,332422000.0,-11830000.0,-1726000.0,,754711000.0,471850000,-1842000,336628000.0,473692000.0,613879000.0,798148000,1558983000.0,473692000,RCL
2012-12-31,USD,2530590000,7688024000.0,5157434000,2187538000.0,403110000,1011543000.0,,3985321000,21331000.0,-355785000.0,,355785000.0,-19301000.0,-42868000.0,,730493000.0,73787000,55500000,363286000.0,-37213000.0,-40291000.0,429572000,1160065000.0,18287000,RCL
2011-12-31,USD,2594656000,7537263000.0,4942607000,2014742000.0,931628000,960602000.0,,3161898000,25318000.0,-382416000.0,,382416000.0,-1600000.0,32891000.0,,702426000.0,628121000,20700000,382416000.0,628121000.0,506417000.0,1010537000,1712963000.0,607421000,RCL
2010-12-31,USD,2294428000,6752504000.0,4458076000,1802789000.0,802633000,848079000.0,,2830389000,9243000.0,-339393000.0,31814000.0,371207000.0,-9500000.0,74984000.0,,643716000.0,535953000,20300000,339393000.0,547467000.0,357986000.0,907160000,1550876000.0,515653000,RCL
2024-12-31,USD,9822000000,13185000000.0,3363000000,,920000000,770000000.0,,8897000000,61000000.0,,,629000000.0,11802000000.0,136000000.0,2409000000.0,2437000000.0,3081000000,219000000,1049000000.0,2494000000.0,2845000000.0,3710000000,6147000000.0,2862000000,SRE
2023-12-31,USD,13597000000,16720000000.0,3123000000,,4548000000,748000000.0,,9043000000,89000000.0,-1309000000.0,,1309000000.0,14850000000.0,131000000.0,2202000000.0,2227000000.0,3565000000,490000000,1309000000.0,2770000000.0,3105000000.0,4874000000,7101000000.0,3075000000,SRE
2022-12-31,USD,11583000000,14439000000.0,2856000000,,3599000000,696000000.0,,7976000000,75000000.0,-1054000000.0,,1054000000.0,13698000000.0,24000000.0,1995000000.0,2019000000.0,2695000000,556000000,1054000000.0,2139000000.0,2312000000.0,3749000000,5768000000.0,2139000000,SRE
2021-12-31,USD,10215000000,12857000000.0,2642000000,,1633000000,654000000.0,,8560000000,69000000.0,-1198000000.0,,1198000000.0,11658000000.0,58000000.0,1833000000.0,1855000000.0,1417000000,99000000,1198000000.0,1318000000.0,1489000000.0,2615000000,4470000000.0,1318000000,SRE
2020-12-31,USD,8975000000,11370000000.0,2395000000,,2203000000,605000000.0,,6772000000,96000000.0,-1081000000.0,,1081000000.0,10285000000.0,-48000000.0,1646000000.0,1666000000.0,4013000000,249000000,1081000000.0,2255000000.0,4355000000.0,5094000000,6760000000.0,3764000000,SRE
2019-12-31,USD,8575000000,10829000000.0,2254000000,,2918000000,562000000.0,,5657000000,87000000.0,-1077000000.0,,1077000000.0,10162000000.0,77000000.0,1551000000.0,1569000000.0,2370000000,315000000,1077000000.0,1999000000.0,2058000000.0,3447000000,5016000000.0,2055000000,SRE
2018-12-31,USD,9346000000,10102000000.0,2341000000,,4220000000,671000000.0,,5126000000,104000000.0,-925000000.0,-39000000.0,886000000.0,11546000000.0,58000000.0,1470000000.0,1491000000.0,875000000,-49000000,925000000.0,938000000.0,917000000.0,1761000000,3252000000.0,924000000,SRE
2017-12-31,USD,6680000000,9640000000.0,4527000000,2305000000.0,1344000000,623000000.0,,5336000000,46000000.0,-659000000.0,-37000000.0,622000000.0,-32000000.0,220000000.0,1368000000.0,1436000000.0,1194000000,938000000,659000000.0,343000000.0,399000000.0,1816000000,3252000000.0,256000000,SRE
2016-12-31,USD,5711000000,10183000000.0,4472000000,2510000000.0,913000000,549000000.0,,4798000000,26000000.0,-553000000.0,,553000000.0,132000000.0,12000000.0,1236000000.0,1312000000.0,1759000000,389000000,553000000.0,1447000000.0,1423000000.0,2312000000,3624000000.0,1370000000,SRE
2015-12-31,USD,6221000000,10231000000.0,4010000000,2119000000.0,1505000000,549000000.0,,4716000000,29000000.0,-561000000.0,,561000000.0,63000000.0,6000000.0,1178000000.0,1250000000.0,1690000000,341000000,561000000.0,1467000000.0,1016000000.0,2251000000,3501000000.0,1349000000,SRE
2014-12-31,USD,6806000000,11035000000.0,4229000000,2444000000.0,2148000000,532000000.0,,4658000000,22000000.0,-554000000.0,,554000000.0,47000000.0,5000000.0,1126000000.0,1156000000.0,1461000000,300000000,554000000.0,1305000000.0,872000000.0,2015000000,3171000000.0,1161000000,SRE
2013-12-31,USD,6744000000,10557000000.0,3813000000,2110000000.0,2046000000,493000000.0,,5143000000,20000000.0,-559000000.0,,559000000.0,111000000.0,3000000.0,1075000000.0,1113000000.0,1367000000,366000000,559000000.0,1095000000.0,1141000000.0,1926000000,3039000000.0,1001000000,SRE
2012-12-31,USD,6047000000,9647000000.0,3600000000,1919000000.0,1443000000,473000000.0,,5097000000,24000000.0,-493000000.0,,493000000.0,9000000.0,9000000.0,1080000000.0,1090000000.0,918000000,59000000,493000000.0,877000000.0,1896000000.0,1411000000,2501000000.0,859000000,SRE
2011-12-31,USD,-2115000000,10036000000.0,1661000000,137000000.0,-6427000000,464000000.0,,4777000000,26000000.0,-465000000.0,,465000000.0,11000000.0,,,976000000.0,1725000000,394000000,465000000.0,1388000000.0,2575000000.0,2190000000,3166000000.0,1331000000,SRE
2010-12-31,USD,-2550000000,9003000000.0,2118000000,728000000.0,-6439000000,446000000.0,,4325000000,16000000.0,-436000000.0,,436000000.0,4000000.0,,,866000000.0,842000000,133000000,436000000.0,706000000.0,1518000000.0,1278000000,2144000000.0,709000000,SRE
2009-12-31,USD,-2397000000,,2033000000,752000000.0,-6145000000,431000000.0,,4115000000,21000000.0,-367000000.0,,367000000.0,3000000.0,,,775000000.0,1541000000,422000000,367000000.0,1090000000.0,2382000000.0,1908000000,2683000000.0,1119000000,SRE
2023-12-31,USD,1793907000,2225012000.0,431105000,431105000.0,119966000,1269317000.0,404624000.0,1673941000,132572000.0,-3470000.0,132572000.0,3470000.0,2225012000.0,-11977000.0,23700000.0,9600000.0,229525000,19700000,3470000.0,217391000.0,215959000.0,232995000,242595000.0,209825000,PLTR
2022-12-31,USD,1497322000,1905871000.0,408549000,408549000.0,-161201000,1298844000.0,359679000.0,1658523000,20309000.0,-4058000.0,20309000.0,4058000.0,1792771000.0,-216077000.0,19500000.0,22522000.0,-363638000,10100000,4058000.0,-371094000.0,-376689000.0,-359580000,-334447000.0,-373705000,PLTR
2021-12-31,USD,1202485000,1541889000.0,339404000,339404000.0,-411046000,1226044000.0,387487000.0,1613531000,1607000.0,-3640000.0,1607000.0,3640000.0,1541889000.0,-75415000.0,12800000.0,14897000.0,-488494000,31885000,3640000.0,-520379000.0,-519983000.0,-484854000,-469957000.0,-520379000,PLTR
2020-12-31,USD,740126000,1092673000.0,352547000,352547000.0,-1173679000,1353145000.0,560660000.0,1913805000,4680000.0,-14139000.0,4680000.0,14139000.0,1092673000.0,4111000.0,13900000.0,13871000.0,-1179027000,-12636000,14139000.0,-1166391000.0,-1168433000.0,-1164888000,-1151017000.0,-1166391000,PLTR
2023-12-31,USD,1718451000,2122251000.0,1243841000,409908000.0,-33464000,789468000.0,962447000.0,1751915000,,-6302000.0,84269000.0,6302000.0,2127653000.0,93699000.0,,44465000.0,60268000,11700000,6302000.0,48535000.0,58772000.0,66570000,111035000.0,48568000,DDOG
2022-12-31,USD,1328357000,1657903000.0,1016073000,346743000.0,-58695000,634701000.0,752351000.0,1387052000,,-16535000.0,37160000.0,16535000.0,1673438000.0,20625000.0,,34629000.0,-38070000,12100000,16535000.0,-50160000.0,-58752000.0,-21535000,13094000.0,-50160000,DDOG
2021-12-31,USD,794539000,1008458000.0,651109000,234245000.0,-19156000,393926000.0,419769000.0,813695000,,-21052000.0,21786000.0,21052000.0,1028510000.0,734000.0,,22938000.0,-18422000,2323000,21052000.0,-20745000.0,-26862000.0,2630000,25568000.0,-20745000,DDOG
2020-12-31,USD,473269000,574022000.0,422063000,130197000.0,-13773000,276416000.0,210626000.0,487042000,,-30434000.0,21985000.0,30434000.0,603456000.0,-8449000.0,,15450000.0,-22222000,2325000,30434000.0,-24547000.0,-22393000.0,8212000,23662000.0,-24547000,DDOG
2019-12-31,USD,273831000,357672000.0,283865000,88949000.0,-20140000,182546000.0,111425000.0,293971000,,-5400000.0,-5368000.0,32000.0,362072000.0,4164000.0,,12370000.0,-15976000,734000,5400000.0,-16710000.0,-16608000.0,-15944000,-3574000.0,-16710000,DDOG
2023-12-31,USD,7991000000,22169000000.0,14178000000,4355000000.0,5282000000,363000000.0,0.22,17454000000,78000000.0,-578000000.0,49000000.0,578000000.0,22736000000.0,,370000000.0,343000000.0,4980000000,1224000000,578000000.0,3802000000.0,3775000000.0,5558000000,5901000000.0,3756000000,MMC
2022-12-31,USD,7357000000,20275000000.0,12918000000,12071000000.0,4280000000,367000000.0,0.2,16440000000,15000000.0,-469000000.0,433000000.0,469000000.0,20731000000.0,36000000.0,381000000.0,338000000.0,4045000000,995000000,469000000.0,3087000000.0,2311000000.0,4514000000,4852000000.0,3050000000,MMC
2021-12-31,USD,7172000000,19401000000.0,12229000000,11425000000.0,4312000000,348000000.0,0.21,15508000000,2000000.0,-444000000.0,381000000.0,444000000.0,19825000000.0,63000000.0,382000000.0,365000000.0,4177000000,1034000000,444000000.0,3174000000.0,3678000000.0,4621000000,4986000000.0,3143000000,MMC
2020-12-31,USD,5811000000,16701000000.0,10890000000,10129000000.0,3066000000,290000000.0,0.16,14158000000,7000000.0,-515000000.0,7000000.0,515000000.0,17197000000.0,-15000000.0,390000000.0,351000000.0,2763000000,747000000,515000000.0,2046000000.0,1961000000.0,3278000000,3629000000.0,2016000000,MMC
2019-12-31,USD,5693000000,16114000000.0,10421000000,9734000000.0,2677000000,252000000.0,0.15,13975000000,39000000.0,-524000000.0,39000000.0,524000000.0,16620000000.0,7000000.0,333000000.0,314000000.0,2408000000,666000000,556000000.0,1742000000.0,1334000000.0,2932000000,3246000000.0,1742000000,MMC
2018-12-31,USD,5145000000,14677000000.0,9532000000,8605000000.0,2761000000,576000000.0,,12189000000,-1000000.0,-290000000.0,11000000.0,290000000.0,14967000000.0,11000000.0,311000000.0,183000000.0,2224000000,574000000,290000000.0,1650000000.0,1060000000.0,2514000000,2697000000.0,1650000000,MMC
2017-12-31,USD,5337000000,13787000000.0,8450000000,8085000000.0,2655000000,8238000000.0,,11369000000,9000000.0,-237000000.0,9000000.0,237000000.0,14024000000.0,24000000.0,312000000.0,169000000.0,2625000000,1133000000,237000000.0,1490000000.0,2542000000.0,2862000000,3031000000.0,1492000000,MMC
2016-12-31,USD,5012000000,13028000000.0,8016000000,7461000000.0,2431000000,7828000000.0,,10780000000,5000000.0,-189000000.0,5000000.0,189000000.0,6000000.0,6000000.0,308000000.0,130000000.0,2453000000,685000000,189000000.0,1768000000.0,895000000.0,2642000000,2772000000.0,1768000000,MMC
2015-12-31,USD,4878000000,12730000000.0,7852000000,7334000000.0,2419000000,7715000000.0,,10474000000,13000000.0,-163000000.0,112000000.0,163000000.0,0.0,51000000.0,314000000.0,109000000.0,2270000000,671000000,163000000.0,1599000000.0,1226000000.0,2433000000,2542000000.0,1599000000,MMC
2014-12-31,USD,4681000000,12687000000.0,8006000000,7515000000.0,2301000000,7908000000.0,,10650000000,21000000.0,-165000000.0,,165000000.0,-99000000.0,-79000000.0,302000000.0,86000000.0,2051000000,586000000,302000000.0,1439000000.0,239000000.0,2216000000,2302000000.0,1465000000,MMC
