fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2019-11-03,USD,67493000000,9917000000.0,5055000000.0,5055000000.0,874000000.0,3259000000.0,57576000000.0,2565000000.0,2331000000.0,54268000000.0,17554000000.0,36714000000.0,,,,729000000.0,743000000.0,42523000000.0,6899000000.0,855000000.0,3616000000.0,2787000000.0,261000000.0,35931000000.0,,32798000000.0,2787000000.0,30011000000.0,33059000000.0,2616000000.0,5613000000.0,24941000000.0,,0.0,0.0,397560810.0,AVGO
2018-11-04,USD,50124000000,9107000000.0,4292000000.0,4292000000.0,1124000000.0,3325000000.0,41017000000.0,2635000000.0,1894000000.0,37675000000.0,10762000000.0,26913000000.0,,,,366000000.0,707000000.0,23467000000.0,2338000000.0,811000000.0,,116000000.0,116000000.0,21195000000.0,,17493000000.0,0.0,17493000000.0,17609000000.0,812000000.0,3636000000.0,26657000000.0,,3487000000.0,0.0,407637618.0,AVGO
2017-10-29,USD,54418000000,15823000000.0,11204000000.0,11204000000.0,1447000000.0,,38595000000.0,2599000000.0,1493000000.0,35538000000.0,10832000000.0,24706000000.0,,,,724000000.0,458000000.0,31232000000.0,2529000000.0,1105000000.0,,,117000000.0,28703000000.0,,17548000000.0,117000000.0,17431000000.0,17548000000.0,681000000.0,11272000000.0,20285000000.0,,-129000000.0,20505000000.0,408732155.0,AVGO
2023-12-31,USD,402392000000,171530000000.0,24048000000.0,110916000000.0,,47964000000.0,233962000000.0,134345000000.0,67458000000.0,29198000000.0,,29198000000.0,203704000000.0,34108000000.0,86868000000.0,12650000000.0,10051000000.0,119013000000.0,81814000000.0,7493000000.0,5048000000.0,1363000000.0,0.0,37199000000.0,1383000000.0,14862000000.0,1000000000.0,10300000000.0,14862000000.0,64645000000.0,1616000000.0,283379000000.0,,211247000000.0,76534000000.0,12460000000.0,GOOG
2022-12-31,USD,365264000000,164795000000.0,21879000000.0,113762000000.0,2670000000.0,40258000000.0,202772000000.0,112668000000.0,59042000000.0,31044000000.0,2084000000.0,28960000000.0,212885000000.0,32795000000.0,91883000000.0,10775000000.0,8707000000.0,109120000000.0,69300000000.0,5128000000.0,4507000000.0,298000000.0,0.0,39820000000.0,1844000000.0,15312000000.0,0.0,9900000000.0,15312000000.0,51006000000.0,2247000000.0,256144000000.0,,195563000000.0,68184000000.0,12849000000.0,GOOG
2021-12-31,USD,359268000000,188143000000.0,20945000000.0,139649000000.0,1170000000.0,40270000000.0,172625000000.0,97599000000.0,49414000000.0,24373000000.0,1417000000.0,22956000000.0,152164000000.0,31049000000.0,118704000000.0,8020000000.0,5361000000.0,107633000000.0,64254000000.0,6037000000.0,3823000000.0,113000000.0,0.0,43379000000.0,1973000000.0,15440000000.0,0.0,12400000000.0,15440000000.0,52740000000.0,2205000000.0,251635000000.0,,191484000000.0,61774000000.0,662121000.0,GOOG
2020-12-31,USD,319616000000,174296000000.0,26465000000.0,136694000000.0,728000000.0,31384000000.0,146720000000.0,84749000000.0,41713000000.0,22620000000.0,1445000000.0,21175000000.0,138984000000.0,22103000000.0,110229000000.0,5490000000.0,3953000000.0,97072000000.0,56834000000.0,5589000000.0,3024000000.0,1100000000.0,0.0,40238000000.0,1100000000.0,15319000000.0,999000000.0,14000000000.0,15319000000.0,45523000000.0,2269000000.0,222544000000.0,,163401000000.0,58510000000.0,675222000.0,GOOG
2019-12-31,USD,275909000000,152578000000.0,18498000000.0,119675000000.0,999000000.0,27492000000.0,123331000000.0,73646000000.0,30561000000.0,22603000000.0,1979000000.0,20624000000.0,119195000000.0,14378000000.0,101177000000.0,4412000000.0,2342000000.0,74467000000.0,45221000000.0,5561000000.0,2266000000.0,1199000000.0,0.0,19032000000.0,685000000.0,4685000000.0,0.0,3958000000.0,4685000000.0,36553000000.0,2534000000.0,201442000000.0,,152122000000.0,50552000000.0,688335000.0,GOOG
2018-12-31,USD,232792000000,135676000000.0,16701000000.0,109140000000.0,1107000000.0,21193000000.0,97116000000.0,59719000000.0,22788000000.0,20108000000.0,2220000000.0,17888000000.0,199328000000.0,15159000000.0,92439000000.0,4236000000.0,2693000000.0,55164000000.0,34620000000.0,4378000000.0,2180000000.0,,0.0,19280000000.0,62000000.0,4062000000.0,,3950000000.0,4062000000.0,28389000000.0,3545000000.0,177628000000.0,,134885000000.0,45049000000.0,695556000.0,GOOG
2017-12-31,USD,197295000000,124308000000.0,10715000000.0,101871000000.0,749000000.0,18705000000.0,72987000000.0,42383000000.0,17264000000.0,19439000000.0,2692000000.0,16747000000.0,104357000000.0,13713000000.0,91156000000.0,2983000000.0,2672000000.0,44793000000.0,24183000000.0,3137000000.0,1772000000.0,0.0,0.0,20180000000.0,26000000.0,4026000000.0,3969000000.0,3943000000.0,4026000000.0,2874000000.0,3059000000.0,152502000000.0,,113247000000.0,40247000000.0,694783000.0,GOOG
2016-12-31,USD,167497000000,105408000000.0,12918000000.0,86333000000.0,268000000.0,14232000000.0,62089000000.0,34234000000.0,13293000000.0,19775000000.0,3307000000.0,16468000000.0,84085000000.0,10578000000.0,73415000000.0,4575000000.0,1819000000.0,28461000000.0,16756000000.0,2041000000.0,1301000000.0,0.0,0.0,11705000000.0,,4000000000.0,3935000000.0,3935000000.0,4000000000.0,13062000000.0,2665000000.0,139036000000.0,,105131000000.0,36307000000.0,691293000.0,GOOG
2015-12-31,USD,147461000000,90114000000.0,16549000000.0,73066000000.0,491000000.0,13459000000.0,57347000000.0,29016000000.0,11130000000.0,19716000000.0,3847000000.0,15869000000.0,65462000000.0,9383000000.0,56517000000.0,3139000000.0,,27130000000.0,19310000000.0,1931000000.0,939000000.0,3225000000.0,2000000000.0,7820000000.0,,3225000000.0,1225000000.0,1995000000.0,5225000000.0,13366000000.0,1822000000.0,120331000000.0,,89223000000.0,32982000000.0,687348000.0,GOOG
2014-12-31,USD,129187000000,78656000000.0,18347000000.0,64395000000.0,1322000000.0,,50531000000.0,23883000000.0,8863000000.0,20206000000.0,4607000000.0,15599000000.0,,3079000000.0,46048000000.0,3412000000.0,,25327000000.0,16779000000.0,1715000000.0,,2009000000.0,1999000000.0,9828000000.0,,3110000000.0,10000000.0,2992000000.0,5237000000.0,12329000000.0,1118000000.0,103860000000.0,,75066000000.0,28767000000.0,680172000.0,GOOG
2023-12-31,USD,48030000000,21748000000.0,3358000000.0,3358000000.0,10794000000.0,6418000000.0,29178000000.0,882000000.0,1562000000.0,22491000000.0,5260000000.0,17231000000.0,266000000.0,266000000.0,16000000.0,1178000000.0,1590000000.0,37491000000.0,19795000000.0,,869000000.0,1619000000.0,0.0,15551000000.0,1973000000.0,13463000000.0,1619000000.0,11844000000.0,13463000000.0,13899000000.0,1267000000.0,12191000000.0,7076000000.0,22759000000.0,561000000.0,492000000.0,MMC
2022-12-31,USD,44114000000,18959000000.0,1442000000.0,1442000000.0,,5852000000.0,25370000000.0,871000000.0,1531000000.0,18788000000.0,2537000000.0,16251000000.0,215000000.0,215000000.0,,1005000000.0,1449000000.0,24472000000.0,17832000000.0,,837000000.0,268000000.0,268000000.0,15178000000.0,1977000000.0,11495000000.0,268000000.0,11227000000.0,11763000000.0,3380000000.0,1363000000.0,10520000000.0,6207000000.0,20301000000.0,561000000.0,495000000.0,MMC
2021-12-31,USD,34388000000,8264000000.0,1752000000.0,1752000000.0,,5586000000.0,26331000000.0,847000000.0,1589000000.0,19127000000.0,2810000000.0,16317000000.0,207000000.0,207000000.0,75000000.0,926000000.0,1461000000.0,25408000000.0,6654000000.0,,776000000.0,17000000.0,17000000.0,16157000000.0,2212000000.0,10950000000.0,17000000.0,10933000000.0,10967000000.0,2610000000.0,1712000000.0,11009000000.0,4478000000.0,18389000000.0,561000000.0,504000000.0,MMC
2020-12-31,USD,33049000000,8155000000.0,2089000000.0,2089000000.0,,5326000000.0,25174000000.0,856000000.0,2159000000.0,18216000000.0,2699000000.0,15517000000.0,280000000.0,280000000.0,72000000.0,740000000.0,1458000000.0,26155000000.0,6556000000.0,,676000000.0,517000000.0,517000000.0,16867000000.0,2266000000.0,11313000000.0,517000000.0,10796000000.0,11830000000.0,2615000000.0,1485000000.0,9104000000.0,3562000000.0,16272000000.0,561000000.0,508000000.0,MMC
2019-12-31,USD,31357000000,7068000000.0,1155000000.0,1155000000.0,,5236000000.0,24723000000.0,858000000.0,2001000000.0,17445000000.0,2774000000.0,14671000000.0,434000000.0,434000000.0,19000000.0,677000000.0,1757000000.0,23819000000.0,6679000000.0,,593000000.0,1215000000.0,1215000000.0,14474000000.0,2268000000.0,11956000000.0,1215000000.0,10741000000.0,13171000000.0,2376000000.0,1397000000.0,7793000000.0,3774000000.0,15199000000.0,561000000.0,504000000.0,MMC
2018-12-31,USD,21578000000,5934000000.0,1066000000.0,1066000000.0,,4317000000.0,15251000000.0,701000000.0,1842000000.0,11036000000.0,1437000000.0,9599000000.0,362000000.0,287000000.0,146000000.0,551000000.0,1539000000.0,15055000000.0,4924000000.0,,,314000000.0,314000000.0,8783000000.0,,5824000000.0,314000000.0,5510000000.0,6138000000.0,1778000000.0,1362000000.0,7511000000.0,3567000000.0,14347000000.0,561000000.0,504000000.0,MMC
2017-12-31,USD,20429000000,5562000000.0,1205000000.0,1286000000.0,,,13329000000.0,712000000.0,1826000000.0,9089000000.0,1274000000.0,9089000000.0,486000000.0,405000000.0,81000000.0,224000000.0,,13033000000.0,4262000000.0,,,262000000.0,0.0,8424000000.0,,2122000000.0,262000000.0,,2122000000.0,1718000000.0,3199000000.0,7359000000.0,3083000000.0,13140000000.0,561000000.0,509000000.0,MMC
2016-12-31,USD,18190000000,4884000000.0,1026000000.0,1115000000.0,,3643000000.0,11472000000.0,725000000.0,1683000000.0,8369000000.0,1126000000.0,8369000000.0,478000000.0,389000000.0,89000000.0,215000000.0,1213000000.0,11925000000.0,4082000000.0,,,312000000.0,50000000.0,7528000000.0,,1866000000.0,262000000.0,,1916000000.0,1655000000.0,957000000.0,6192000000.0,2506000000.0,12388000000.0,561000000.0,514000000.0,MMC
2015-12-31,USD,18216000000,5044000000.0,1374000000.0,1374000000.0,,3471000000.0,11345000000.0,773000000.0,1621000000.0,7889000000.0,1036000000.0,7889000000.0,347000000.0,347000000.0,-4146000000.0,199000000.0,1177000000.0,11625000000.0,3708000000.0,,,12000000.0,0.0,7588000000.0,,1364000000.0,12000000.0,,1364000000.0,1656000000.0,1128000000.0,6513000000.0,1991000000.0,11302000000.0,561000000.0,522000000.0,MMC
2014-12-31,USD,17793000000,5533000000.0,1958000000.0,1958000000.0,,3377000000.0,11297000000.0,809000000.0,1639000000.0,7241000000.0,692000000.0,7241000000.0,388000000.0,388000000.0,-4552000000.0,198000000.0,1193000000.0,9827000000.0,3677000000.0,,,11000000.0,11000000.0,6661000000.0,,3368000000.0,11000000.0,,908000000.0,1633000000.0,1030000000.0,7054000000.0,925000000.0,10335000000.0,561000000.0,540000000.0,MMC
2013-12-31,USD,16960000000,6300000000.0,2303000000.0,2493000000.0,-3000000.0,3310000000.0,10054000000.0,828000000.0,1597000000.0,7365000000.0,472000000.0,6893000000.0,89000000.0,89000000.0,190000000.0,205000000.0,882000000.0,8756000000.0,3809000000.0,,,334000000.0,334000000.0,4823000000.0,,2621000000.0,334000000.0,,2955000000.0,1466000000.0,1052000000.0,7905000000.0,515000000.0,9452000000.0,561000000.0,547000000.0,MMC
2012-12-31,USD,16288000000,5963000000.0,2301000000.0,2715000000.0,-6000000.0,3058000000.0,9102000000.0,809000000.0,1582000000.0,7261000000.0,469000000.0,6792000000.0,12225000000.0,,414000000.0,194000000.0,772000000.0,9750000000.0,3564000000.0,,,520000000.0,260000000.0,5658000000.0,,3246000000.0,260000000.0,2986000000.0,3506000000.0,1473000000.0,906000000.0,6917000000.0,447000000.0,8628000000.0,561000000.0,545000000.0,MMC
2011-12-31,USD,15454000000,5648000000.0,2113000000.0,2443000000.0,,2906000000.0,9806000000.0,804000000.0,1469000000.0,6963000000.0,401000000.0,6562000000.0,10719000000.0,,330000000.0,253000000.0,795000000.0,9227000000.0,3739000000.0,,,520000000.0,260000000.0,5307000000.0,,3218000000.0,260000000.0,2958000000.0,3478000000.0,1400000000.0,984000000.0,6249000000.0,595000000.0,7949000000.0,561000000.0,539000000.0,MMC
2010-12-31,USD,15310000000,5276000000.0,1894000000.0,2504000000.0,,3035000000.0,10034000000.0,822000000.0,1582000000.0,6420000000.0,403000000.0,6420000000.0,10164000000.0,,610000000.0,170000000.0,919000000.0,8676000000.0,3105000000.0,,,16000000.0,8000000.0,5360000000.0,,3242000000.0,8000000.0,3234000000.0,3250000000.0,1294000000.0,1123000000.0,6702000000.0,514000000.0,7436000000.0,561000000.0,541000000.0,MMC
2009-12-31,USD,15337000000,4931000000.0,1777000000.0,2079000000.0,,2724000000.0,3233000000.0,850000000.0,1332000000.0,6219000000.0,229000000.0,5990000000.0,9128000000.0,,302000000.0,279000000.0,924000000.0,8956000000.0,3715000000.0,,,558000000.0,558000000.0,5253000000.0,,3000000.0,558000000.0,,561000000.0,1319000000.0,1025000000.0,5828000000.0,806000000.0,7033000000.0,561000000.0,530000000.0,MMC
2008-12-31,USD,15206000000,4784000000.0,1685000000.0,1685000000.0,,2755000000.0,10422000000.0,873000000.0,1301000000.0,7163000000.0,7163000000.0,6825000000.0,,,-3297000000.0,344000000.0,994000000.0,9484000000.0,3386000000.0,,,,408000000.0,6098000000.0,,3194000000.0,,,3602000000.0,1290000000.0,1137000000.0,5722000000.0,1223000000.0,7237000000.0,561000000.0,514000000.0,MMC
2023-12-31,USD,2411834000000,261698000000.0,260932000000.0,261698000000.0,-1148510000000.0,,27320000000.0,28747000000.0,,24519000000.0,4421000000.0,20098000000.0,1413082000000.0,733685000000.0,766000000.0,1094320000000.0,,2205583000000.0,37457000000.0,,,37457000000.0,37457000000.0,2142044000000.0,,286619000000.0,37457000000.0,170300000000.0,324076000000.0,-100996000000.0,,205453000000.0,75238000000.0,198905000000.0,31000000.0,1909700000.0,C
2022-12-31,USD,2417000000000,343920000000.0,342025000000.0,342920000000.0,-1167269000000.0,,27011000000.0,26253000000.0,,24119000000.0,4428000000.0,19691000000.0,1854046000000.0,860696000000.0,895000000.0,1112723000000.0,,2214838000000.0,47096000000.0,,,47096000000.0,47096000000.0,116314000000.0,,271606000000.0,47096000000.0,165600000000.0,318702000000.0,-116314000000.0,,201189000000.0,73967000000.0,194734000000.0,31000000.0,1936800000.0,C
2021-12-31,USD,2291413000000,263065000000.0,262033000000.0,263065000000.0,-1030428000000.0,,28694000000.0,24328000000.0,,25794000000.0,4495000000.0,21299000000.0,1505110000000.0,844767000000.0,1032000000.0,975633000000.0,,2088741000000.0,27973000000.0,,,27973000000.0,27973000000.0,254374000000.0,,254374000000.0,27973000000.0,171800000000.0,282347000000.0,-89403000000.0,74920000000.0,201972000000.0,71240000000.0,184948000000.0,31000000.0,1984100000.0,C
2020-12-31,USD,2260000000000,310681000000.0,309615000000.0,310681000000.0,-1024255000000.0,,29709000000.0,2800000000.0,,26909000000.0,4747000000.0,22162000000.0,1490989000000.0,822438000000.0,1066000000.0,1024255000000.0,,2059890000000.0,29514000000.0,,,29514000000.0,29514000000.0,271686000000.0,,271686000000.0,29514000000.0,204600000000.0,301200000000.0,-79998000000.0,59983000000.0,199442000000.0,64129000000.0,168272000000.0,31000000.0,2081900000.0,C
2020-03-31,USD,2220000000000,287133000000.0,285920000000.0,287133000000.0,,,28724000000.0,,,25824000000.0,4560000000.0,21264000000.0,1476630000000.0,,1213000000.0,,,2026788000000.0,54951000000.0,,,54951000000.0,54951000000.0,,,266098000000.0,,213200000000.0,321049000000.0,,,192331000000.0,64147000000.0,163438000000.0,31000000.0,,C
2019-12-31,USD,1951158000000,195081000000.0,193919000000.0,195081000000.0,-761299000000.0,,30048000000.0,3100000000.0,,26948000000.0,4822000000.0,22126000000.0,1332450000000.0,1331403000000.0,1162000000.0,761299000000.0,,1757212000000.0,45049000000.0,,,45049000000.0,45049000000.0,248760000000.0,,248760000000.0,45049000000.0,193000000000.0,293809000000.0,-93650000000.0,57979000000.0,193242000000.0,61660000000.0,165369000000.0,31000000.0,2149600000.0,C
2018-12-31,USD,1917383000000,188105000000.0,188105000000.0,188105000000.0,-748874000000.0,,27266000000.0,,,27266000000.0,5220000000.0,22046000000.0,607512000000.0,614724000000.0,1109000000.0,750455000000.0,,1720309000000.0,32346000000.0,,,32346000000.0,32346000000.0,231999000000.0,,231999000000.0,32346000000.0,193800000000.0,264345000000.0,-96917000000.0,56150000000.0,196220000000.0,44370000000.0,151347000000.0,31000000.0,2400900000.0,C
2017-12-31,USD,1842465000000,531532000000.0,180516000000.0,432072000000.0,-702576000000.0,,26844000000.0,,,27402000000.0,5146000000.0,22256000000.0,595790000000.0,603846000000.0,251556000000.0,704312000000.0,,1640793000000.0,44452000000.0,,,44452000000.0,44452000000.0,66498000000.0,,236709000000.0,44452000000.0,205300000000.0,281161000000.0,-65161000000.0,58144000000.0,200740000000.0,30309000000.0,138425000000.0,31000000.0,2606100000.0,C
2016-12-31,USD,1792000000000,485405000000.0,160494000000.0,404419000000.0,-668455000000.0,,26773000000.0,,,26773000000.0,5114000000.0,21659000000.0,589016000000.0,597229000000.0,243925000000.0,670305000000.0,,1565934000000.0,30701000000.0,,,30701000000.0,30701000000.0,50717000000.0,,206178000000.0,30701000000.0,179900000000.0,236879000000.0,-58508000000.0,61631000000.0,225120000000.0,16302000000.0,146477000000.0,31000000.0,2813700000.0,C
2015-12-31,USD,1731000000000,475176000000.0,133097000000.0,383053000000.0,209000000.0,,26070000000.0,,,26070000000.0,3721000000.0,22349000000.0,585307000000.0,1197902000000.0,249956000000.0,5000000000.0,,1508118000000.0,21079000000.0,,,21079000000.0,21079000000.0,33400000.0,,201275000000.0,428066000000.0,176000000000.0,222354000000.0,-74787000000.0,60147000000.0,221857000000.0,7677000000.0,133841000000.0,31000000.0,2968600000.0,C
2014-12-31,USD,1842181000000,563200000000.0,160197000000.0,456983000000.0,228829000000.0,,28158000000.0,,,28158000000.0,4566000000.0,23592000000.0,620850000000.0,1258870000000.0,296786000000.0,6200000000.0,,1630485000000.0,58335000000.0,,,58335000000.0,58335000000.0,190162000000.0,,223080000000.0,524721000000.0,196900000000.0,281415000000.0,-109440000000.0,85084000000.0,210185000000.0,2929000000.0,117852000000.0,31000000.0,3025900000.0,C
2013-12-31,USD,1880382000000,198890000000.0,198890000000.0,198890000000.0,233107000000.0,,30065000000.0,,,30065000000.0,5056000000.0,25009000000.0,719687000000.0,1240732000000.0,285928000000.0,,,1674249000000.0,59221000000.0,,,58944000000.0,58944000000.0,189747000000.0,,221116000000.0,,194200000000.0,280060000000.0,-112269000000.0,59935000000.0,204339000000.0,1658000000.0,111168000000.0,31000000.0,3028000000.0,C
2012-12-31,USD,1864660000000,138587000000.0,138587000000.0,138587000000.0,266309000000.0,,31370000000.0,,,31370000000.0,5697000000.0,25673000000.0,312326000000.0,1263264000000.0,302196000000.0,36000000.0,,1673663000000.0,52519000000.0,,,52027000000.0,52027000000.0,206229000000.0,,239463000000.0,,177000000000.0,291490000000.0,-108315000000.0,279051000000.0,189049000000.0,847000000.0,97809000000.0,30000000.0,2942900000.0,C
2011-12-31,USD,1873878000000,184485000000.0,184485000000.0,184485000000.0,229407000000.0,,25413000000.0,,,32013000000.0,6600000000.0,25413000000.0,293413000000.0,1202274000000.0,265204000000.0,,,1694305000000.0,54845000000.0,,,54441000000.0,54441000000.0,1316000000.0,,323505000000.0,,24172000000.0,377946000000.0,-110759000000.0,267645000000.0,177806000000.0,1071000000.0,90520000000.0,29000000.0,2915500000.0,C
2010-12-31,USD,1913902000000,190409000000.0,190409000000.0,190409000000.0,267059000000.0,,26152000000.0,,,26152000000.0,12058000000.0,26152000000.0,318164000000.0,1243575000000.0,289057000000.0,,,1748113000000.0,78790000000.0,,,78790000000.0,78790000000.0,1288000000.0,,381183000000.0,,25997000000.0,459973000000.0,-130079000000.0,262369000000.0,163468000000.0,1442000000.0,79559000000.0,29000000.0,28932900000.0,C
2009-12-31,USD,1856646000000,192886000000.0,192886000000.0,192886000000.0,283894000000.0,,25392000000.0,,,15244000000.0,15244000000.0,25392000000.0,306119000000.0,1204363000000.0,239599000000.0,,,1701673000000.0,68879000000.0,,,68879000000.0,68879000000.0,1269000000.0,,364019000000.0,,25942000000.0,432898000000.0,-129292000000.0,234514000000.0,152700000000.0,4543000000.0,77440000000.0,286000000.0,28483267000.0,C
2008-12-31,USD,1938470000000,422712000000.0,199584000000.0,199584000000.0,262346000000.0,,543484000000.0,,,19816000000.0,19816000000.0,27132000000.0,256020000000.0,,175189000000.0,,,1794448000000.0,126691000000.0,,,,126691000000.0,1670149000000.0,,359593000000.0,,27263000000.0,486284000000.0,-70916000000.0,,141630000000.0,9582000000.0,86521000000.0,57000000.0,5450068.0,C
2023-12-31,USD,407060000000,36458000000.0,6722000000.0,6722000000.0,2177000000.0,10289000000.0,248470000000.0,128489000000.0,,206521000000.0,138667000000.0,67854000000.0,2479000000.0,1251000000.0,80000000.0,17270000000.0,19601000000.0,324099000000.0,51127000000.0,27309000000.0,7772000000.0,9477000000.0,2091000000.0,236518000000.0,1655000000.0,133402000000.0,7203000000.0,,135493000000.0,0.0,23696000000.0,103297000000.0,16128000000.0,-5015000000.0,7621000000.0,7190000000.0,T
2022-12-31,USD,402853000000,33108000000.0,3701000000.0,3701000000.0,3123000000.0,11466000000.0,248950000000.0,127445000000.0,,203814000000.0,135919000000.0,67895000000.0,4665000000.0,3533000000.0,38000000.0,14818000000.0,19612000000.0,337878000000.0,56173000000.0,31101000000.0,4170000000.0,7467000000.0,866000000.0,240223000000.0,1647000000.0,133207000000.0,6431000000.0,,134073000000.0,130000000.0,28849000000.0,97500000000.0,17082000000.0,-19415000000.0,7621000000.0,7157000000.0,T
2021-12-31,USD,551622000000,170768000000.0,19223000000.0,21169000000.0,3325000000.0,17571000000.0,377469000000.0,121649000000.0,,323073000000.0,189850000000.0,92740000000.0,8658000000.0,7274000000.0,1946000000.0,16131000000.0,19252000000.0,412340000000.0,106230000000.0,29511000000.0,5644000000.0,24620000000.0,16686000000.0,282179000000.0,1442000000.0,167476000000.0,7807000000.0,,184162000000.0,3966000000.0,25243000000.0,166332000000.0,17280000000.0,42350000000.0,7621000000.0,7171000000.0,T
2020-12-31,USD,525761000000,52008000000.0,7924000000.0,9740000000.0,3592000000.0,20215000000.0,373263000000.0,121104000000.0,,322833000000.0,187574000000.0,92812000000.0,3259000000.0,1780000000.0,1816000000.0,18358000000.0,23617000000.0,370100000000.0,63438000000.0,31836000000.0,12950000000.0,3470000000.0,0.0,260881000000.0,1847000000.0,155209000000.0,3281000000.0,,155209000000.0,6176000000.0,28358000000.0,161673000000.0,17910000000.0,37457000000.0,7621000000.0,7148000000.0,T
2019-12-31,USD,551669000000,54761000000.0,9702000000.0,12130000000.0,2864000000.0,22636000000.0,533792000000.0,130128000000.0,203410000000.0,350390000000.0,204149000000.0,146241000000.0,5139000000.0,3695000000.0,2428000000.0,18364000000.0,22754000000.0,368233000000.0,68911000000.0,29640000000.0,12938000000.0,11838000000.0,4000000.0,258852000000.0,1872000000.0,161109000000.0,11672000000.0,,161113000000.0,6124000000.0,29421000000.0,184221000000.0,13085000000.0,57936000000.0,7621000000.0,7313000000.0,T
2018-12-31,USD,531864000000,51427000000.0,5204000000.0,5204000000.0,2771000000.0,26472000000.0,468303000000.0,131473000000.0,199217000000.0,305064000000.0,158694000000.0,146370000000.0,7115000000.0,6245000000.0,8000000.0,17704000000.0,24809000000.0,416994000000.0,64420000000.0,27018000000.0,12608000000.0,10255000000.0,3065000000.0,273560000000.0,,172040000000.0,7190000000.0,,175092000000.0,5948000000.0,30233000000.0,184089000000.0,12059000000.0,58753000000.0,7621000000.0,7303000000.0,T
2017-12-31,USD,444097000000,79146000000.0,50498000000.0,50498000000.0,2225000000.0,16522000000.0,370866000000.0,125222000000.0,188277000000.0,225609000000.0,120160000000.0,105449000000.0,1560000000.0,1560000000.0,1000000.0,10757000000.0,18444000000.0,355832000000.0,81389000000.0,24439000000.0,,38374000000.0,2000000.0,220701000000.0,,167879000000.0,38372000000.0,,167881000000.0,14363000000.0,19747000000.0,140861000000.0,12714000000.0,50500000000.0,6495000000.0,6164000000.0,T
2016-12-31,USD,403821000000,38369000000.0,5788000000.0,5788000000.0,2039000000.0,16794000000.0,373720000000.0,124899000000.0,194749000000.0,228605000000.0,123398000000.0,105207000000.0,1674000000.0,1674000000.0,245000000.0,14232000000.0,16812000000.0,347728000000.0,50576000000.0,22027000000.0,,9832000000.0,4000000.0,229135000000.0,,130540000000.0,9828000000.0,,130544000000.0,5087000000.0,21748000000.0,123135000000.0,12659000000.0,34734000000.0,6495000000.0,6159000000.0,T
2015-12-31,USD,402672000000,35992000000.0,5121000000.0,5121000000.0,4033000000.0,16532000000.0,374297000000.0,124450000000.0,181777000000.0,231479000000.0,126911000000.0,104568000000.0,1606000000.0,1606000000.0,95000000.0,13267000000.0,15346000000.0,279032000000.0,47816000000.0,21047000000.0,,7636000000.0,4000000.0,231216000000.0,,129859000000.0,7632000000.0,,129863000000.0,5126000000.0,22258000000.0,123640000000.0,12592000000.0,33671000000.0,6495000000.0,6171000000.0,T
2014-12-31,USD,296834000000,33606000000.0,8603000000.0,10493000000.0,1933000000.0,14527000000.0,229354000000.0,112898000000.0,169397000000.0,142752000000.0,73060000000.0,69692000000.0,250000000.0,250000000.0,1890000000.0,9645000000.0,13425000000.0,206564000000.0,37282000000.0,14984000000.0,,6056000000.0,5000000.0,131079000000.0,,84866000000.0,6051000000.0,,84871000000.0,3529000000.0,17989000000.0,90270000000.0,47029000000.0,31081000000.0,6495000000.0,5196000000.0,T
2013-12-31,USD,277787000000,23196000000.0,3339000000.0,3339000000.0,1148000000.0,12918000000.0,217405000000.0,110968000000.0,163830000000.0,131485000000.0,61334000000.0,69273000000.0,3860000000.0,3860000000.0,106000000.0,4780000000.0,8278000000.0,186813000000.0,34995000000.0,11561000000.0,,5498000000.0,21000000.0,115002000000.0,,69290000000.0,5477000000.0,,21000000.0,4178000000.0,15766000000.0,90974000000.0,45619000000.0,31141000000.0,6495000000.0,5266000000.0,T
2012-12-31,USD,272315000000,22706000000.0,4868000000.0,4868000000.0,1036000000.0,12657000000.0,221010000000.0,109767000000.0,161140000000.0,128440000000.0,58667000000.0,69773000000.0,4581000000.0,4581000000.0,86000000.0,3110000000.0,6713000000.0,135419000000.0,31787000000.0,12076000000.0,,3486000000.0,1000000.0,119342000000.0,,71035000000.0,3485000000.0,,71036000000.0,3582000000.0,11592000000.0,92362000000.0,32888000000.0,22481000000.0,6495000000.0,5660000000.0,T
