fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2024-11-02,USD,48228277000,5484654000.0,1991342000.0,2363164000.0,1447687000.0,1336331000.0,42743623000.0,3415550000.0,3772438000.0,36495239000.0,9585464000.0,26909775000.0,592560000.0,,371822000.0,337472000.0,749082000.0,13051960000.0,2988280000.0,487457000.0,,947374000.0,547738000.0,10063680000.0,,,399636000.0,6634313000.0,464610000.0,1106070000.0,544489000.0,35176317000.0,,10196612000.0,82718000.0,496296854.0,ADI
2023-10-28,USD,48794478000,4384022000.0,958061000.0,958061000.0,1642214000.0,1469734000.0,44410456000.0,3219157000.0,3424775000.0,38225091000.0,11311957000.0,26913134000.0,315980000.0,,0.0,314013000.0,742936000.0,13229356000.0,3200971000.0,493041000.0,,1046276000.0,547224000.0,10028385000.0,64745000.0,5902457000.0,499052000.0,5902457000.0,431656000.0,1251214000.0,581000000.0,35565122000.0,,10356798000.0,82712000.0,496261678.0,ADI
2022-10-29,USD,50302350000,4937992000.0,1470572000.0,1470572000.0,1399914000.0,1800462000.0,45364358000.0,2401304000.0,3148203000.0,40178540000.0,13265406000.0,26913134000.0,454545000.0,122285000.0,454545000.0,267044000.0,519626000.0,13837027000.0,2442655000.0,582160000.0,,0.0,0.0,11394372000.0,53628000.0,6576865000.0,0.0,6548625000.0,6520385000.0,1806867000.0,515363000.0,36465323000.0,,8721325000.0,84880000.0,509295941.0,ADI
2021-10-30,USD,52322071000,5378317000.0,1977964000.0,1977964000.0,1200610000.0,1459056000.0,46943754000.0,1979051000.0,2956246000.0,42185640000.0,15267170000.0,26918470000.0,,127856000.0,,1481374000.0,383938000.0,14329529000.0,2770312000.0,443434000.0,,516663000.0,569239000.0,11559217000.0,52576000.0,6776865000.0,516663000.0,6253212000.0,6762885000.0,1424954000.0,555838000.0,37992542000.0,,7517316000.0,87554000.0,525330672.0,ADI
2020-10-31,USD,21468603000,2517688000.0,1055860000.0,1055860000.0,608260000.0,737536000.0,18895684000.0,1120561000.0,2765095000.0,15928705000.0,3650280000.0,12278425000.0,5427000.0,86729000.0,86729000.0,116032000.0,17830354000.0,9470658000.0,1364986000.0,227273000.0,,0.0,39923000.0,8105672000.0,39923000.0,5115204000.0,0.0,5145102000.0,5115204000.0,1137713000.0,449195000.0,11997945000.0,,7236238000.0,61582000.0,369484899.0,ADI
2019-11-02,USD,21392641000,1985126000.0,648322000.0,648322000.0,609886000.0,635136000.0,18187526000.0,1219989000.0,2591268000.0,16474104000.0,4217224000.0,12256880000.0,0.0,77324000.0,,91782000.0,18187526000.0,9683453000.0,1508632000.0,225270000.0,,299667000.0,299667000.0,8174821000.0,,5192252000.0,299667000.0,5192252000.0,5192252000.0,1208965000.0,239937000.0,11709188000.0,,6899253000.0,61385000.0,368302369.0,ADI
2018-11-03,USD,20438366000,2112126000.0,816591000.0,816591000.0,586760000.0,639717000.0,17171912000.0,1154328000.0,2373497000.0,17030796000.0,4778192000.0,12252604000.0,,28730000.0,,69058000.0,62868000.0,9170193000.0,1051748000.0,260919000.0,,67000000.0,67000000.0,8118445000.0,,6265674000.0,67000000.0,6265674000.0,6265674000.0,590802000.0,112337000.0,11268173000.0,,5982697000.0,61694000.0,370159553.0,ADI
2017-10-28,USD,21141294000,2351338000.0,1047838000.0,1047838000.0,550816000.0,688953000.0,17682652000.0,1107304000.0,2197123000.0,17536880000.0,5319425000.0,12217455000.0,,24838000.0,0.0,63731000.0,56040000.0,10979754000.0,1596332000.0,236629000.0,,300000000.0,300000000.0,9383422000.0,,7802168000.0,300000000.0,7551084000.0,7802168000.0,585731000.0,75500000.0,10161540000.0,,4910939000.0,61441000.0,368635788.0,ADI
2016-10-29,USD,7970278000,4974863000.0,921132000.0,4055793000.0,376555000.0,477609000.0,2359299000.0,636116000.0,2040762000.0,2228484000.0,549368000.0,1679116000.0,25207000.0,21937000.0,3134661000.0,64906000.0,46721000.0,2804660000.0,782934000.0,171439000.0,,0.0,1732177000.0,2021726000.0,,1732177000.0,0.0,1732177000.0,1732177000.0,259957000.0,153466000.0,5165618000.0,,4785799000.0,51363000.0,308170560.0,ADI
2015-10-31,USD,7058777000,4079548000.0,884353000.0,3028928000.0,412314000.0,466527000.0,2335119000.0,644110000.0,1957985000.0,2220043000.0,583517000.0,1636526000.0,813000.0,17482000.0,2144575000.0,171779000.0,40561000.0,1985818000.0,1113585000.0,174247000.0,,374594000.0,374839000.0,872233000.0,,1748336000.0,374839000.0,498497000.0,1748336000.0,264657000.0,125763000.0,5072959000.0,,4437315000.0,52011000.0,312060682.0,ADI
2014-11-01,USD,6859690000,3811886000.0,569233000.0,2900000000.0,367927000.0,396605000.0,2425382000.0,622422000.0,1855926000.0,2313840000.0,671402000.0,1642438000.0,643000.0,13397000.0,2330767000.0,180886000.0,49786000.0,2101793000.0,709056000.0,138967000.0,,0.0,872789000.0,1392737000.0,,872789000.0,0.0,872789000.0,872789000.0,291654000.0,263047000.0,4757897000.0,,4231496000.0,51869000.0,311204926.0,ADI
2013-11-02,USD,6381750000,5472425000.0,392089000.0,4682900000.0,283337000.0,325144000.0,401154000.0,508171000.0,1784723000.0,312664000.0,28552000.0,284112000.0,4217000.0,3816000.0,4290811000.0,181032000.0,41084000.0,1642174000.0,570512000.0,119994000.0,,,,1071662000.0,,872241000.0,,872241000.0,872241000.0,203090000.0,176020000.0,4739576000.0,,4056401000.0,51842000.0,311045084.0,ADI
2012-11-03,USD,5620347000,4696185000.0,528833000.0,3900400000.0,313723000.0,339881000.0,423295000.0,500867000.0,1727284000.0,312605000.0,28772000.0,283833000.0,3371545000.0,1816000.0,3371567000.0,142203000.0,36917000.0,1454988000.0,525079000.0,117034000.0,,14500000.0,14500000.0,929909000.0,,821598000.0,14500000.0,807098000.0,821598000.0,155004000.0,93255000.0,4165359000.0,,3788869000.0,50233000.0,301389176.0,ADI
2011-10-29,USD,5277635000,4386348000.0,1405100000.0,3592500000.0,295081000.0,348416000.0,412448000.0,478839000.0,1658062000.0,287287000.0,12200000.0,275087000.0,2187362000.0,2951000.0,2187400000.0,150389000.0,58155000.0,1482222000.0,525005000.0,113056000.0,,14500000.0,14500000.0,957217000.0,,1752976000.0,14500000.0,871876000.0,1752976000.0,164200000.0,57653000.0,3795413000.0,,3482334000.0,49661000.0,297960718.0,ADI
2010-10-30,USD,4328831000,3478999000.0,1405100000.0,2687800000.0,277478000.0,387169000.0,377167000.0,472665000.0,1628880000.0,256923000.0,1343000.0,255580000.0,1617768000.0,1317000.0,1282700000.0,126584000.0,57472000.0,1129114000.0,643467000.0,133111000.0,,,,485647000.0,,400635000.0,0.0,400635000.0,400635000.0,267508000.0,74522000.0,3199717000.0,,2896566000.0,49777000.0,298652994.0,ADI
2009-10-31,USD,3369407000,2490636000.0,1070000000.0,1815973000.0,253161000.0,301036000.0,907078000.0,476516000.0,1553598000.0,257736000.0,6855000.0,250881000.0,,1485000.0,1176244000.0,120466000.0,35658000.0,840258000.0,386613000.0,107334000.0,,,,453645000.0,,379626000.0,,379626000.0,379626000.0,130001000.0,66097000.0,2529149000.0,,2434446000.0,48645000.0,291861767.0,ADI
2008-11-01,USD,3090992000,2089577000.0,593599000.0,593599000.0,314629000.0,,1001415000.0,567439000.0,1452050000.0,247475000.0,12300000.0,235175000.0,,955000.0,716087000.0,6836000.0,26461000.0,670729000.0,569058000.0,130451000.0,,,191307000.0,101671000.0,,,,,,71942000.0,55561000.0,2420263000.0,,2419908000.0,48533000.0,291193451.0,ADI
2023-12-31,USD,64006300000,25727000000.0,2818600000.0,2927700000.0,5772800000.0,11336200000.0,38369800000.0,12913600000.0,11099300000.0,11846300000.0,6906600000.0,4939700000.0,657200000.0,3052200000.0,109100000.0,149500000.0,4989900000.0,53234400000.0,27293200000.0,2598800000.0,193600000.0,6904500000.0,6189400000.0,25849400000.0,,19035900000.0,715100000.0,18320800000.0,25225300000.0,3281300000.0,2240600000.0,10771900000.0,44200000.0,10312300000.0,593600000.0,900124000.0,LLY
2022-12-31,USD,49489800000,18034500000.0,2067000000.0,2211800000.0,4309700000.0,6896000000.0,27195500000.0,10144000000.0,10233400000.0,11279600000.0,7206600000.0,4073000000.0,646300000.0,2901800000.0,144800000.0,7300000.0,4337000000.0,38840000000.0,17138200000.0,1930600000.0,219200000.0,1501100000.0,1498000000.0,21576200000.0,,14815300000.0,3100000.0,14737500000.0,16238600000.0,2845400000.0,1824000000.0,10649800000.0,50500000.0,10042600000.0,594100000.0,901544000.0,LLY
2021-12-31,USD,48806000000,18452400000.0,3818500000.0,3908600000.0,3886000000.0,6672800000.0,26355100000.0,8985100000.0,9976700000.0,11583900000.0,7691900000.0,3892000000.0,581000000.0,3212600000.0,90100000.0,2530600000.0,4082700000.0,39826800000.0,15052700000.0,1670600000.0,262600000.0,1538300000.0,143500000.0,24598500000.0,,16741200000.0,1538300000.0,15346400000.0,16884700000.0,3027500000.0,1644300000.0,8979200000.0,52700000.0,8958500000.0,596300000.0,904752000.0,LLY
2020-12-31,USD,46633100000,17462100000.0,3657100000.0,3681300000.0,3980300000.0,5875300000.0,25784700000.0,8681900000.0,9570700000.0,11216500000.0,7450000000.0,3766500000.0,360300000.0,2966800000.0,24200000.0,2871500000.0,3475400000.0,40991500000.0,12481600000.0,1606700000.0,276800000.0,8700000.0,246600000.0,28326300000.0,,16348700000.0,8700000.0,16586600000.0,16595300000.0,2750300000.0,1707500000.0,5641600000.0,55700000.0,7830200000.0,598200000.0,908036000.0,LLY
2019-12-31,USD,39286100000,13709600000.0,2337500000.0,2438500000.0,3190700000.0,4547300000.0,23311000000.0,7872900000.0,9161600000.0,10297400000.0,6618000000.0,3679400000.0,570600000.0,1962400000.0,101000000.0,2538900000.0,2871200000.0,36679200000.0,11775200000.0,1405300000.0,264600000.0,1499300000.0,1494200000.0,24811800000.0,486700000.0,13638500000.0,5100000.0,13817900000.0,15317200000.0,2189400000.0,1501000000.0,2606900000.0,60800000.0,4920400000.0,598800000.0,909636000.0,LLY
2018-12-31,USD,43908400000,20549600000.0,7320700000.0,7408900000.0,3098100000.0,5246500000.0,14439300000.0,7996100000.0,8666900000.0,2434600000.0,1068000000.0,1366600000.0,943000000.0,2005400000.0,88200000.0,2146500000.0,1824900000.0,34079700000.0,11888100000.0,1207100000.0,294900000.0,1102200000.0,498900000.0,21111200000.0,,9799700000.0,603300000.0,9196400000.0,10298600000.0,2036700000.0,1357600000.0,9828700000.0,69400000.0,11395900000.0,661000000.0,1011284000.0,LLY
2017-12-31,USD,44981000000,19202100000.0,6536200000.0,8034100000.0,4458300000.0,4546300000.0,16952400000.0,8826500000.0,9264600000.0,8399300000.0,4029200000.0,4370100000.0,6174900000.0,5678800000.0,1497900000.0,1447500000.0,1707900000.0,33388800000.0,14535900000.0,1410700000.0,,3706600000.0,2696800000.0,18777200000.0,,10950300000.0,1009800000.0,9940500000.0,13647100000.0,2832100000.0,1546300000.0,11592200000.0,75800000.0,13894100000.0,687900000.0,1043692000.0,LLY
2016-12-31,USD,38805900000,15101400000.0,4582100000.0,6038600000.0,3561900000.0,4029400000.0,15451900000.0,8252600000.0,8525000000.0,8330600000.0,4357900000.0,3972700000.0,5522900000.0,5207500000.0,1456500000.0,734600000.0,1913800000.0,24798200000.0,10986600000.0,1349300000.0,,1937400000.0,1299300000.0,13738800000.0,,9005900000.0,638100000.0,8367800000.0,10305200000.0,2220900000.0,2228200000.0,14007700000.0,80500000.0,16046300000.0,688500000.0,1058096000.0,LLY
2015-12-31,USD,35568900000,12573600000.0,3666400000.0,4451800000.0,3445800000.0,3513000000.0,14941800000.0,8053500000.0,8607400000.0,9074700000.0,5034800000.0,4039900000.0,3631800000.0,3646600000.0,785400000.0,604400000.0,2220500000.0,20997600000.0,8229600000.0,1338200000.0,,6100000.0,0.0,12749000000.0,,7978500000.0,6100000.0,7972400000.0,7978500000.0,2460300000.0,1747400000.0,14571300000.0,90000000.0,16011800000.0,691300000.0,1060452000.0,LLY
2014-12-31,USD,36307600000,11928300000.0,3871600000.0,4827000000.0,2740000000.0,3234600000.0,16415400000.0,7963900000.0,8065400000.0,4642300000.0,2884200000.0,1758100000.0,4872800000.0,4568900000.0,955400000.0,811500000.0,1798600000.0,20934400000.0,9741000000.0,1128100000.0,,2688700000.0,2680600000.0,11178500000.0,,5340900000.0,8100000.0,5332800000.0,8021500000.0,2472600000.0,2284300000.0,15373200000.0,91400000.0,16482700000.0,694600000.0,1065528000.0,LLY
2013-12-31,USD,35248700000,13104700000.0,3830200000.0,5397300000.0,2928800000.0,4022800000.0,14168500000.0,7975500000.0,7671200000.0,4331100000.0,2814300000.0,1516800000.0,8598900000.0,7624900000.0,1567100000.0,755800000.0,2212500000.0,17617300000.0,8916600000.0,1119300000.0,,1012600000.0,1012600000.0,8691400000.0,,5490900000.0,1012600000.0,4200300000.0,5212900000.0,2328400000.0,1863000000.0,17631400000.0,93600000.0,16992400000.0,698500000.0,1075096000.0,LLY
2012-12-31,USD,34398900000,13038700000.0,4018800000.0,5684300000.0,2643800000.0,3888300000.0,13600000000.0,7760200000.0,7157800000.0,3631300000.0,2130000000.0,1501300000.0,7771300000.0,6313900000.0,1665500000.0,822300000.0,2533400000.0,19633700000.0,8389500000.0,1188300000.0,,11900000.0,11900000.0,11235500000.0,,5531300000.0,11900000.0,5519400000.0,5543200000.0,2738900000.0,1369400000.0,14765200000.0,192400000.0,16088200000.0,716600000.0,1117294000.0,LLY
2011-12-31,USD,33659800000,14248200000.0,5922500000.0,6897100000.0,2299800000.0,4237900000.0,11651300000.0,7760300000.0,6833800000.0,1434700000.0,3693400000.0,1434700000.0,202500000.0,4029800000.0,974600000.0,813400000.0,2493400000.0,20118100000.0,8930900000.0,1125200000.0,,3039100000.0,1522300000.0,11193300000.0,,6981500000.0,1516800000.0,5464700000.0,8503800000.0,2481200000.0,1573800000.0,13541700000.0,95300000.0,14897800000.0,724100000.0,1113967000.0,LLY
2010-12-31,USD,31001400000,14840000000.0,5993200000.0,6727000000.0,2517700000.0,4158100000.0,8220700000.0,7940700000.0,6545900000.0,3394900000.0,3394900000.0,1423900000.0,207800000.0,1779500000.0,733800000.0,1437200000.0,1622400000.0,18581100000.0,6926900000.0,1072200000.0,,137800000.0,156000000.0,11661700000.0,,6788700000.0,18200000.0,6770500000.0,6944700000.0,2476800000.0,1769000000.0,12420300000.0,96400000.0,12732600000.0,721300000.0,1105813000.0,LLY
2009-12-31,USD,27460900000,12486500000.0,4462900000.0,4497600000.0,2849900000.0,3831800000.0,6777000000.0,8197400000.0,6902600000.0,2524800000.0,2524800000.0,1175000000.0,216800000.0,1155800000.0,34700000.0,1307200000.0,1921400000.0,17935600000.0,6568100000.0,968100000.0,,27400000.0,27400000.0,11367500000.0,,6655000000.0,,6634700000.0,6682400000.0,2683900000.0,1309700000.0,12536900000.0,98500000.0,9830400000.0,718700000.0,1098367000.0,LLY
2008-12-31,USD,29212600000,12453300000.0,5496700000.0,5926100000.0,2493200000.0,,8133000000.0,8626300000.0,6689600000.0,2886600000.0,2886600000.0,1167500000.0,,1544600000.0,429400000.0,756700000.0,2659300000.0,22477300000.0,13109700000.0,885800000.0,,,5846300000.0,9365200000.0,,4615700000.0,,4615700000.0,10462000000.0,3967200000.0,1381000000.0,6735300000.0,99200000.0,7654900000.0,711100000.0,1094499000.0,LLY
2023-12-31,USD,100495000000,26950000000.0,9711000000.0,10003000000.0,5334000000.0,10815000000.0,76500000000.0,27039000000.0,27400000000.0,32657000000.0,14929000000.0,17728000000.0,4508000000.0,2714000000.0,292000000.0,798000000.0,6661000000.0,81858000000.0,31647000000.0,11635000000.0,,6510000000.0,6510000000.0,52611000000.0,556000000.0,41519000000.0,6510000000.0,37595000000.0,48029000000.0,4969000000.0,8721000000.0,18503000000.0,40282000000.0,70035000000.0,23000000.0,1373000000.0,PEP
2022-12-31,USD,92187000000,21539000000.0,4954000000.0,5348000000.0,5222000000.0,10163000000.0,73167000000.0,24291000000.0,25493000000.0,33788000000.0,15586000000.0,18202000000.0,3886000000.0,3073000000.0,394000000.0,806000000.0,5292000000.0,74914000000.0,26785000000.0,10732000000.0,,3414000000.0,3414000000.0,50062000000.0,483000000.0,38753000000.0,3414000000.0,35657000000.0,42167000000.0,4390000000.0,8339000000.0,17149000000.0,39506000000.0,67800000000.0,23000000.0,1374000000.0,PEP
2021-12-31,USD,92377000000,21783000000.0,5596000000.0,5988000000.0,4347000000.0,8680000000.0,72725000000.0,22407000000.0,24421000000.0,37046000000.0,18665000000.0,18381000000.0,2627000000.0,2627000000.0,392000000.0,2768000000.0,4481000000.0,76226000000.0,26220000000.0,9834000000.0,,4308000000.0,4308000000.0,51804000000.0,446000000.0,39898000000.0,4308000000.0,36026000000.0,44206000000.0,3960000000.0,9154000000.0,16043000000.0,38248000000.0,65165000000.0,23000000.0,1385000000.0,PEP
2020-12-31,USD,92918000000,23001000000.0,8185000000.0,9551000000.0,4172000000.0,8404000000.0,71656000000.0,21369000000.0,24971000000.0,38072000000.0,19315000000.0,18757000000.0,4892000000.0,2792000000.0,1366000000.0,874000000.0,3312000000.0,79366000000.0,23372000000.0,8853000000.0,,3780000000.0,3780000000.0,57227000000.0,460000000.0,43728000000.0,3780000000.0,40370000000.0,47508000000.0,3855000000.0,11340000000.0,13454000000.0,38446000000.0,63443000000.0,23000000.0,1379000000.0,PEP
2019-12-31,USD,78547000000,17645000000.0,5509000000.0,5738000000.0,3338000000.0,7822000000.0,62511000000.0,19305000000.0,23698000000.0,31544000000.0,16043000000.0,15501000000.0,2683000000.0,2683000000.0,229000000.0,747000000.0,3011000000.0,63679000000.0,20461000000.0,8013000000.0,,2920000000.0,2920000000.0,44336000000.0,442000000.0,31996000000.0,442000000.0,29148000000.0,34916000000.0,3135000000.0,9979000000.0,14786000000.0,36769000000.0,61946000000.0,23000000.0,1393000000.0,PEP
2018-12-31,USD,77648000000,21893000000.0,8721000000.0,8993000000.0,3128000000.0,7142000000.0,51442000000.0,17589000000.0,22575000000.0,30633000000.0,15825000000.0,14808000000.0,2409000000.0,2409000000.0,272000000.0,2630000000.0,760000000.0,63046000000.0,22138000000.0,7213000000.0,,4026000000.0,4026000000.0,37409000000.0,,32248000000.0,4026000000.0,28295000000.0,36274000000.0,3277000000.0,9114000000.0,14518000000.0,34286000000.0,59947000000.0,23000000.0,1409000000.0,PEP
2017-12-31,USD,79804000000,31027000000.0,10610000000.0,19510000000.0,2947000000.0,7024000000.0,48823000000.0,17240000000.0,21866000000.0,28582000000.0,13838000000.0,14744000000.0,2042000000.0,2042000000.0,8900000000.0,1546000000.0,913000000.0,68823000000.0,20502000000.0,6727000000.0,,5485000000.0,5485000000.0,48321000000.0,,37816000000.0,5485000000.0,33796000000.0,43301000000.0,2954000000.0,11283000000.0,11045000000.0,-32954000000.0,52839000000.0,24000000.0,1419000000.0,PEP
2016-12-31,USD,73490000000,26450000000.0,9158000000.0,16125000000.0,2723000000.0,6694000000.0,47125000000.0,16591000000.0,20227000000.0,27863000000.0,13433000000.0,14430000000.0,1950000000.0,1950000000.0,6967000000.0,1547000000.0,636000000.0,62291000000.0,21135000000.0,6158000000.0,,6892000000.0,6892000000.0,41795000000.0,,34454000000.0,6892000000.0,30053000000.0,41346000000.0,2774000000.0,6669000000.0,11246000000.0,-31468000000.0,52518000000.0,24000000.0,1427000000.0,PEP
2015-12-31,USD,69667000000,23031000000.0,9096000000.0,12009000000.0,2720000000.0,6437000000.0,46736000000.0,16317000000.0,19430000000.0,27258000000.0,13081000000.0,14177000000.0,2311000000.0,2311000000.0,2913000000.0,1865000000.0,750000000.0,57637000000.0,17578000000.0,5546000000.0,,4071000000.0,4071000000.0,40059000000.0,,32322000000.0,3109000000.0,29213000000.0,36393000000.0,2842000000.0,5887000000.0,12068000000.0,29371000000.0,50472000000.0,24000000.0,1451000000.0,PEP
2014-12-31,USD,70509000000,20663000000.0,6134000000.0,8726000000.0,3143000000.0,6651000000.0,50029000000.0,17244000000.0,19056000000.0,29053000000.0,14088000000.0,14965000000.0,2689000000.0,2689000000.0,2592000000.0,2143000000.0,860000000.0,52961000000.0,18092000000.0,5127000000.0,,5076000000.0,5076000000.0,34869000000.0,,27917000000.0,2200000000.0,23821000000.0,32993000000.0,2912000000.0,5744000000.0,17578000000.0,25166000000.0,49092000000.0,25000000.0,1491000000.0,PEP
2013-12-31,USD,77478000000,22203000000.0,9375000000.0,9678000000.0,3409000000.0,6954000000.0,55962000000.0,18575000000.0,18386000000.0,32652000000.0,16039000000.0,16613000000.0,2942000000.0,1841000000.0,303000000.0,2162000000.0,1425000000.0,53089000000.0,17839000000.0,4874000000.0,,5306000000.0,5306000000.0,35250000000.0,,26557000000.0,,24333000000.0,31863000000.0,2726000000.0,4931000000.0,24409000000.0,21175000000.0,46420000000.0,25000000.0,1529000000.0,PEP
2012-12-31,USD,74638000000,18720000000.0,6297000000.0,6619000000.0,3581000000.0,7041000000.0,55980000000.0,19136000000.0,17026000000.0,33496000000.0,16525000000.0,16971000000.0,2512000000.0,1633000000.0,322000000.0,1479000000.0,1653000000.0,52239000000.0,17089000000.0,4451000000.0,,4815000000.0,4815000000.0,35150000000.0,,26445000000.0,,23544000000.0,31260000000.0,2722000000.0,6543000000.0,22417000000.0,19622000000.0,43158000000.0,26000000.0,1542000000.0,PEP
2011-12-31,USD,72882000000,17441000000.0,4067000000.0,4425000000.0,3827000000.0,6912000000.0,55506000000.0,19698000000.0,15442000000.0,33245000000.0,16445000000.0,16800000000.0,1723000000.0,1477000000.0,358000000.0,2277000000.0,1021000000.0,51983000000.0,18154000000.0,4083000000.0,,6205000000.0,6205000000.0,33829000000.0,,23117000000.0,,20568000000.0,29322000000.0,2985000000.0,8266000000.0,20704000000.0,17875000000.0,40316000000.0,26000000.0,1561000000.0,PEP
2010-12-31,USD,68153000000,17569000000.0,5943000000.0,6369000000.0,3372000000.0,6323000000.0,50705000000.0,19058000000.0,13983000000.0,28469000000.0,13808000000.0,14661000000.0,2021000000.0,1368000000.0,426000000.0,1505000000.0,1689000000.0,46677000000.0,15892000000.0,3865000000.0,,4898000000.0,4898000000.0,30785000000.0,,21625000000.0,113000000.0,19999000000.0,26523000000.0,2672000000.0,6729000000.0,21273000000.0,16745000000.0,37090000000.0,31000000.0,1581000000.0,PEP
2009-12-31,USD,39848000000,12571000000.0,3943000000.0,4135000000.0,2618000000.0,4624000000.0,27277000000.0,12671000000.0,12241000000.0,9157000000.0,2623000000.0,6534000000.0,4484000000.0,4484000000.0,192000000.0,1194000000.0,965000000.0,22406000000.0,8756000000.0,2881000000.0,,464000000.0,464000000.0,13650000000.0,,7502000000.0,102000000.0,7400000000.0,7966000000.0,1593000000.0,5591000000.0,16908000000.0,13383000000.0,33805000000.0,30000000.0,1561000000.0,PEP
2008-12-31,USD,35994000000,10806000000.0,2064000000.0,2277000000.0,2522000000.0,,25188000000.0,11663000000.0,10889000000.0,1128000000.0,1128000000.0,5124000000.0,,,213000000.0,1324000000.0,2658000000.0,23412000000.0,8787000000.0,,,,369000000.0,14963000000.0,,7858000000.0,,7858000000.0,8227000000.0,145000000.0,6541000000.0,12203000000.0,14122000000.0,30638000000.0,30000000.0,1602000000.0,PEP
2023-12-31,USD,17387000000,7777000000.0,1897000000.0,4877000000.0,-345000000.0,2036000000.0,9878000000.0,1358000000.0,1285000000.0,1455000000.0,224000000.0,1231000000.0,6451000000.0,3471000000.0,2980000000.0,864000000.0,452000000.0,9759000000.0,7365000000.0,126000000.0,5866000000.0,,178000000.0,2394000000.0,796000000.0,1488000000.0,,1488000000.0,1488000000.0,1153000000.0,118000000.0,7628000000.0,535000000.0,2069000000.0,0.0,204724000.0,NOW
2022-12-31,USD,13299000000,6654000000.0,1470000000.0,4280000000.0,369000000.0,1725000000.0,6897000000.0,1053000000.0,995000000.0,1056000000.0,232000000.0,824000000.0,5179000000.0,2369000000.0,2810000000.0,896000000.0,359000000.0,8267000000.0,6005000000.0,274000000.0,4730000000.0,,192000000.0,2262000000.0,746000000.0,1486000000.0,0.0,1486000000.0,1486000000.0,770000000.0,56000000.0,5032000000.0,0.0,338000000.0,0.0,202882000.0,NOW
2021-12-31,USD,10798000000,5220000000.0,1728000000.0,3304000000.0,303000000.0,1390000000.0,5677000000.0,766000000.0,825000000.0,1064000000.0,287000000.0,777000000.0,3305000000.0,1729000000.0,1576000000.0,526000000.0,212000000.0,7103000000.0,4949000000.0,89000000.0,3899000000.0,92000000.0,256000000.0,2154000000.0,638000000.0,1484000000.0,92000000.0,1484000000.0,1484000000.0,667000000.0,51000000.0,3695000000.0,,-4000000.0,0.0,199600000.0,NOW
2020-12-31,USD,8715000000,4522000000.0,1677000000.0,3092036000.0,228924000.0,1009415000.0,4221215000.0,660000000.0,632000000.0,394000000.0,153000000.0,241000000.0,2911248000.0,1496006000.0,1415242000.0,421000000.0,100000000.0,5881000000.0,3737000000.0,34000000.0,3007925000.0,,144236000.0,2143432000.0,495015000.0,1640153000.0,0.0,1640000000.0,1640153000.0,537627000.0,36000000.0,2834000000.0,,-233741000.0,0.0,195844000.0,NOW
2019-12-31,USD,6022430000,2826901000.0,776000000.0,1691095000.0,175039000.0,835279000.0,2215868000.0,468085000.0,457366000.0,300850000.0,143850000.0,157000000.0,1951049000.0,1035732000.0,915317000.0,125488000.0,77997000.0,3894489000.0,2752785000.0,52960000.0,2225792000.0,52668000.0,52668000.0,758483000.0,435889000.0,1442630000.0,52668000.0,694981000.0,1442630000.0,461403000.0,23464000.0,2127000000.0,,-352244000.0,189000.0,189461000.0,NOW
2018-12-31,USD,3879140000,2344693000.0,566204000.0,1497922000.0,139890000.0,574810000.0,1549047000.0,347216000.0,338613000.0,249427000.0,100582000.0,148845000.0,1528174000.0,596456000.0,931718000.0,132071000.0,52816000.0,2767941000.0,2012573000.0,30733000.0,,,254017000.0,755368000.0,,1323414000.0,,661707000.0,1323414000.0,76229000.0,55064000.0,1110000000.0,,-978780000.0,180000.0,180175355.0,NOW
2017-12-31,USD,3550245000,2421951000.0,726495000.0,1779298000.0,118690000.0,434895000.0,1384615000.0,245124000.0,235113000.0,215644000.0,86916000.0,128728000.0,1450045000.0,397242000.0,1052803000.0,77681000.0,51832000.0,2771501000.0,2039479000.0,32109000.0,1320383000.0,543418000.0,543418000.0,713141000.0,,2346872000.0,543418000.0,630018000.0,2346872000.0,244605000.0,65884000.0,778744000.0,,-1146520000.0,174000.0,174275864.0,NOW
2016-12-31,USD,2033767000,1342535000.0,401238000.0,899362000.0,76780000.0,322757000.0,953890000.0,181620000.0,150743000.0,148388000.0,65854000.0,82534000.0,760782000.0,262658000.0,498124000.0,43636000.0,36576000.0,1646806000.0,1071498000.0,38080000.0,895101000.0,,146359000.0,575308000.0,,440624000.0,507812000.0,507812000.0,440624000.0,25277000.0,34177000.0,541093000.0,,-997390000.0,167000.0,167430773.0,NOW
